time_period,time_identifier,geographic_level,country_code,country_name,version,establishment_type_group,breakdown_topic,breakdown,school_count,pupil_count,attainment8_sum,attainment8_average,engmath_entering_total,engmath_entering_percent,engmath_95_total,engmath_95_percent,engmath_94_total,engmath_94_percent,ebacc_entering_total,ebacc_entering_percent,ebacc_95_total,ebacc_95_percent,ebacc_94_total,ebacc_94_percent,ebacc_aps_sum,ebacc_aps_average,progress8_pupil_count,progress8_sum,progress8_average,progress8_lower_95_ci,progress8_upper_95_ci
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Autistic spectrum disorder,2822,9533,270060.39,28.3,6890,72.3,1943,20.4,3190,33.5,1353,14.2,510,5.3,786,8.2,22711.33,2.38,9156,-6902.839,-0.75,-0.78,-0.73
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Hearing impairment,1126,1715,66145.5,38.6,1576,91.9,502,29.3,827,48.2,479,27.9,174,10.1,265,15.5,5597.04,3.26,1655,-259.518,-0.16,-0.22,-0.1
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Moderate learning difficulty,2782,16124,356223.52,22.1,13549,84,768,4.8,2097,13,1531,9.5,128,0.8,257,1.6,27547.84,1.71,15536,-8887.31,-0.57,-0.59,-0.55
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Multi-sensory impairment,94,126,4660.75,37,107,84.9,39,31,56,44.4,31,24.6,14,11.1,19,15.1,399.51,3.17,121,-28.664,-0.24,-0.47,-0.01
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,No primary need,3210,465660,23214491.14,49.9,461372,99.1,223977,48.1,330213,70.9,206582,44.4,90283,19.4,131138,28.2,2038568.65,4.38,438984,32236.853,0.07,0.07,0.08
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Other difficulty or disability,1478,4226,139702,33.1,3988,94.4,806,19.1,1474,34.9,810,19.2,211,5,341,8.1,11559.89,2.74,4023,-1629.255,-0.4,-0.44,-0.37
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Physical disability,1433,2313,76776.88,33.2,1923,83.1,563,24.3,929,40.2,471,20.4,170,7.3,266,11.5,6460.9,2.79,2211,-1055.183,-0.48,-0.53,-0.42
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Profound and multiple learning difficulty,262,541,920.75,1.7,35,6.5,4,0.7,6,1.1,3,0.6,0,0,1,0.2,68.49,0.13,507,-729.396,-1.44,-1.55,-1.33
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,SEN support but no specialist assessment of type of need,468,1496,48704,32.6,1467,98.1,215,14.4,468,31.3,268,17.9,34,2.3,87,5.8,3971.35,2.65,1421,-509.862,-0.36,-0.43,-0.29
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Severe learning difficulty,646,2095,5308.5,2.5,236,11.3,8,0.4,20,1,9,0.4,2,0.1,4,0.2,377.67,0.18,1954,-2750.126,-1.41,-1.46,-1.35
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,"Social, emotional and mental health",3059,15092,395808.88,26.2,12845,85.1,1966,13,3993,26.5,1974,13.1,473,3.1,789,5.2,32085.93,2.13,14577,-17325.458,-1.19,-1.21,-1.17
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Specific learning difficulty,2823,15435,530493.27,34.4,14917,96.6,2797,18.1,5496,35.6,2258,14.6,600,3.9,943,6.1,43050.05,2.79,14844,-2700.832,-0.18,-0.2,-0.16
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,"Speech, language and communications needs",2481,7255,187076.5,25.8,6274,86.5,714,9.8,1502,20.7,938,12.9,148,2,291,4,15056.25,2.08,6962,-3043.709,-0.44,-0.47,-0.41
201819,Academic year,National,E92000001,England,Final,All state-funded,SEN primary need,Visual impairment,767,1010,38788.75,38.4,936,92.7,309,30.6,492,48.7,279,27.6,102,10.1,155,15.3,3302.25,3.27,978,-264.535,-0.27,-0.35,-0.19
201819,Academic year,National,E92000001,England,Final,All state-funded,Disadvantage status,Disadvantaged,3938,143816,5275978.96,36.7,134678,93.6,35549,24.7,64337,44.7,39527,27.5,10601,7.4,18141,12.6,442988.81,3.08,138026,-61453.244,-0.45,-0.45,-0.44
201819,Academic year,National,E92000001,England,Final,All state-funded,Disadvantage status,Not known to be disadvantaged,3929,398805,20059181.87,50.3,391437,98.2,199062,49.9,286426,71.8,177459,44.5,82248,20.6,117201,29.4,1767768.34,4.43,374903,47603.41,0.13,0.12,0.13
201819,Academic year,National,E92000001,England,Final,All state-funded,First language,Known or believed to be English,3945,450090,20973257.42,46.6,436849,97.1,194556,43.2,292453,65,171884,38.2,74434,16.5,108673,24.1,1819411.26,4.04,438261,-46755.097,-0.11,-0.11,-0.1
201819,Academic year,National,E92000001,England,Final,All state-funded,First language,Known or believed to be other than English,3411,90069,4284341.03,47.6,87215,96.8,39439,43.8,57260,63.6,44539,49.4,18194,20.2,26344,29.2,384720.4,4.27,72683,34719.481,0.48,0.47,0.49
