time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,version,education_investment_area_flag,priority_area_flag,establishment_type_group,school_count,pupil_count,attainment8_sum,attainment8_average,engmath_entering_total,engmath_entering_percent,engmath_95_total,engmath_95_percent,engmath_94_total,engmath_94_percent,ebacc_entering_total,ebacc_entering_percent,ebacc_95_total,ebacc_95_percent,ebacc_94_total,ebacc_94_percent,ebacc_aps_sum,ebacc_aps_average,progress8_pupil_count,progress8_sum,progress8_average,progress8_lower_95_ci,progress8_upper_95_ci,progress8eng_sum,progress8eng_average,progress8eng_lower_95_ci,progress8eng_upper_95_ci,progress8mat_sum,progress8mat_average,progress8mat_lower_95_ci,progress8mat_upper_95_ci,progress8ebacc_sum,progress8ebacc_average,progress8ebacc_lower_95_ci,progress8ebacc_upper_95_ci,progress8open_sum,progress8open_average,progress8open_lower_95_ci,progress8open_upper_95_ci,gcse_entering_total,gcse_entering_percent,gcse_91_total,gcse_91_percent,ebacceng_entering_total,ebacceng_entering_percent,ebaccmat_entering_total,ebaccmat_entering_percent,ebaccsci_entering_total,ebaccsci_entering_percent,ebacchum_entering_total,ebacchum_entering_percent,ebacclan_entering_total,ebacclan_entering_percent,ebacceng_95_total,ebacceng_95_percent,ebaccmat_95_total,ebaccmat_95_percent,ebaccsci_95_total,ebaccsci_95_percent,ebacchum_95_total,ebacchum_95_percent,ebacclan_95_total,ebacclan_95_percent,ebacceng_94_total,ebacceng_94_percent,ebaccmat_94_total,ebaccmat_94_percent,ebaccsci_94_total,ebaccsci_94_percent,ebacchum_94_total,ebacchum_94_percent,ebacclan_94_total,ebacclan_94_percent,ebacceng_aps_sum,ebacceng_aps_average,ebaccmat_aps_sum,ebaccmat_aps_average,ebaccsci_aps_sum,ebaccsci_aps_average,ebacchum_aps_sum,ebacchum_aps_average,ebacclan_aps_sum,ebacclan_aps_average,attainment8eng_sum,attainment8eng_average,attainment8mat_sum,attainment8mat_average,attainment8ebacc_sum,attainment8ebacc_average,attainment8open_sum,attainment8open_average,attainment8open_gcse_sum,attainment8open_gcse_average,attainment8open_nongcse_sum,attainment8open_nongcse_average,attainment8ebacc_slotfill_total,attainment8ebacc_slotfill_average,attainment8open_slotfill_total,attainment8open_slotfill_average,ebacc_entering_0pillar_total,ebacc_entering_0pillar_percent,ebacc_entering_1pillar_total,ebacc_entering_1pillar_percent,ebacc_entering_2pillar_total,ebacc_entering_2pillar_percent,ebacc_entering_3pillar_total,ebacc_entering_3pillar_percent,ebacc_entering_4pillar_total,ebacc_entering_4pillar_percent,ebaccsci_combpath_entering_total,ebaccsci_combpath_entering_percent,ebaccsci_indpath_entering_total,ebaccsci_indpath_entering_percent,sci_triple_entering_total,sci_triple_entering_percent,geoghist_entering_total,geoghist_entering_percent,lan_multiple_entering_total,lan_multiple_entering_percent,art_subject_entering_total,art_subject_entering_percent,music_qual_entering_total,music_qual_entering_percent,art_qual_entering_total,art_qual_entering_percent,ebacceng_91_total,ebacceng_91_percent,ebaccmat_91_total,ebaccmat_91_percent,ebaccsci_91_total,ebaccsci_91_percent,ebacchum_91_total,ebacchum_91_percent,ebacclan_91_total,ebacclan_91_percent,ebacc_91_total,ebacc_91_percent,gcse_five_engmath_total,gcse_five_engmath_percent,progress8_pupil_percent,progress8_adjusted_total,progress8_adjusted_percent,progress8original_sum,progress8original_average,progress8original_lower_95_ci,progress8original_upper_95_ci,valueaddedsci_pupil_count,valueaddedsci_pupil_percent,valueaddedsci_sum,valueaddedsci_average,valueaddedsci_lower_95_ci,valueaddedsci_upper_95_ci,valueaddedhum_pupil_count,valueaddedhum_pupil_percent,valueaddedhum_sum,valueaddedhum_average,valueaddedhum_lower_95_ci,valueaddedhum_upper_95_ci,valueaddedlan_pupil_count,valueaddedlan_pupil_percent,valueaddedlan_sum,valueaddedlan_average,valueaddedlan_lower_95_ci,valueaddedlan_upper_95_ci,qual_entries_sum,qual_entries_average,gcse_entries_sum,gcse_entries_average,qual_entries_without_discounting_sum,qual_entries_without_discounting_average
201920,Academic year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,Revised,0,0,Alternative provision,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,0,0,0,0,z,z,z,z,z,z,0,0,0,0,z,z,z,z,z,z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,0,0,0,0,0,0,0,0,z,z,z,z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,0,0,0,0,z,z
201920,Academic year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",Revised,0,0,Alternative provision,5,144,1048.75,7.3,75,52.1,5,3.5,18,12.5,0,0,0,0,0,0,66.03,0.46,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,93,64.6,92,63.9,15,10.4,88,61.1,13,9,6,4.2,3,2.1,5,3.5,8,5.6,1,7.7,2,33.3,1,33.3,11,7.6,27,18.8,4,30.8,3,50,1,33.3,59,0.41,224,1.56,40.5,0.28,21,0.15,11,0.08,309,2.1,448,3.1,175,1.2,116.75,0.8,98,0.7,18.75,0.1,54,0.4,33,0.2,56,38.9,64,44.4,15,10.4,5,3.5,4,2.8,12,8.3,1,0.7,1,0.7,0,0,0,0,15,10.4,1,0.7,16,11.1,15,10.4,85,59,13,100,5,83.3,3,100,0,0,1,0.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,247,1.7,242,1.7,z,z
201920,Academic year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,Revised,1,0,Alternative provision,2,40,364,9.1,24,60,0,0,4,10,0,0,0,0,0,0,10.84,0.27,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,30,75,30,75,0,0,26,65,0,0,0,0,0,0,0,0,1,2.5,z,z,z,z,z,z,0,0,7,17.5,z,z,z,z,z,z,0,0,65,1.63,z,z,z,z,z,z,74,1.9,130,3.3,64,1.6,96,2.4,96,2.4,0,0,24,0.6,22,0.6,14,35,26,65,0,0,0,0,0,0,z,z,z,z,0,0,0,0,0,0,17,42.5,0,0,17,42.5,0,0,26,65,z,z,z,z,z,z,0,0,1,2.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,97,2.4,97,2.4,z,z
201920,Academic year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,Revised,1,0,Alternative provision,2,54,719.5,13.3,44,81.5,4,7.4,15,27.8,0,0,0,0,0,0,35.32,0.65,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,47,87,47,87,11,20.4,46,85.2,3,5.6,2,3.7,0,0,5,9.3,8,14.8,1,33.3,0,0,z,z,9,16.7,19,35.2,1,33.3,0,0,z,z,49,0.91,144,2.67,9,0.17,1,0.02,z,z,199,3.7,288,5.3,114,2.1,118.5,2.2,109,2,9.5,0.2,35,0.6,29,0.5,8,14.8,31,57.4,14,25.9,1,1.9,0,0,3,5.6,0,0,0,0,0,0,0,0,13,24.1,0,0,13,24.1,11,20.4,44,81.5,3,100,1,50,z,z,0,0,3,5.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,152,2.8,150,2.8,z,z
201920,Academic year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,Revised,1,0,Alternative provision,2,85,832,9.8,44,51.8,2,2.4,5,5.9,0,0,0,0,0,0,72.82,0.86,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,73,85.9,70,82.4,9,10.6,70,82.4,54,63.5,7,8.2,0,0,2,2.4,6,7.1,1,1.9,1,14.3,z,z,4,4.7,10,11.8,7,13,2,28.6,z,z,31,0.36,142,1.67,122,1.44,20,0.24,z,z,167,2,284,3.3,265,3.1,116,1.4,116,1.4,0,0,109,1.3,44,0.5,12,14.1,20,23.5,43,50.6,6,7.1,4,4.7,53,62.4,1,1.2,1,1.2,1,1.2,0,0,0,0,0,0,0,0,9,10.6,61,71.8,51,94.4,7,100,z,z,0,0,1,1.2,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,226,2.7,226,2.7,z,z
201920,Academic year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,Revised,0,0,Alternative provision,2,30,229,7.6,16,53.3,0,0,2,6.7,0,0,0,0,0,0,13.84,0.46,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,21,70,21,70,4,13.3,16,53.3,5,16.7,0,0,0,0,0,0,2,6.7,0,0,z,z,z,z,1,3.3,5,16.7,0,0,z,z,z,z,10,0.33,52,1.73,10.5,0.35,z,z,z,z,63,2.1,104,3.5,36,1.2,26,0.9,26,0.9,0,0,13,0.4,13,0.4,13,43.3,10,33.3,6,20,1,3.3,0,0,5,16.7,0,0,0,0,0,0,0,0,1,3.3,0,0,1,3.3,4,13.3,16,53.3,4,80,z,z,z,z,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,62,2.1,62,2.1,z,z
201920,Academic year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,Revised,1,0,Alternative provision,2,74,547,7.4,42,56.8,3,4.1,9,12.2,0,0,0,0,0,0,36.98,0.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,44,59.5,44,59.5,1,1.4,44,59.5,12,16.2,2,2.7,1,1.4,0,0,5,6.8,2,16.7,1,50,1,100,0,0,11,14.9,7,58.3,1,50,1,100,2,0.03,122,1.65,41,0.55,9,0.12,7,0.09,142,1.9,244,3.3,113,1.5,48,0.6,48,0.6,0,0,30,0.4,13,0.2,30,40.5,30,40.5,12,16.2,2,2.7,0,0,12,16.2,0,0,0,0,0,0,0,0,14,18.9,0,0,14,18.9,1,1.4,44,59.5,11,91.7,2,100,1,100,0,0,1,1.4,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,123,1.7,123,1.7,z,z
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,Revised,1,0,Alternative provision,2,72,176,2.4,0,0,0,0,0,0,0,0,0,0,0,0,10.01,0.14,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,25,34.7,24,33.3,0,0,19,26.4,0,0,0,0,0,0,0,0,2,2.8,z,z,z,z,z,z,0,0,9,12.5,z,z,z,z,z,z,0,0,60,0.83,z,z,z,z,z,z,0,0,120,1.7,0,0,56,0.8,56,0.8,0,0,0,0,12,0.2,53,73.6,19,26.4,0,0,0,0,0,0,z,z,z,z,0,0,0,0,0,0,12,16.7,0,0,13,18.1,0,0,19,26.4,z,z,z,z,z,z,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,32,0.4,31,0.4,z,z
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,Revised,1,0,Alternative provision,2,73,458,6.3,40,54.8,3,4.1,3,4.1,0,0,0,0,0,0,31.5,0.43,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,47,64.4,43,58.9,4,5.5,46,63,7,9.6,3,4.1,0,0,2,2.7,3,4.1,2,28.6,0,0,z,z,4,5.5,7,9.6,4,57.1,2,66.7,z,z,19,0.26,108,1.48,25.5,0.35,11,0.15,z,z,138,1.9,216,3,65,0.9,39,0.5,39,0.5,0,0,18,0.2,10,0.1,27,37,34,46.6,10,13.7,2,2.7,0,0,7,9.6,0,0,0,0,0,0,0,0,2,2.7,0,0,2,2.7,4,5.5,41,56.2,7,100,3,100,z,z,0,0,2,2.7,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,108,1.5,108,1.5,z,z
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,Revised,0,0,Alternative provision,3,39,192.25,4.9,5,12.8,0,0,1,2.6,0,0,0,0,0,0,11.84,0.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,26,66.7,26,66.7,5,12.8,26,66.7,0,0,0,0,0,0,0,0,2,5.1,z,z,z,z,z,z,1,2.6,6,15.4,z,z,z,z,z,z,12,0.31,59,1.51,z,z,z,z,z,z,24,0.6,118,3,0,0,50.25,1.3,15,0.4,35.25,0.9,0,0,22,0.6,13,33.3,21,53.8,5,12.8,0,0,0,0,z,z,z,z,0,0,0,0,0,0,3,7.7,0,0,3,7.7,5,12.8,25,64.1,z,z,z,z,z,z,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,54,1.4,39,1,z,z
201920,Academic year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,Revised,0,0,Alternative provision,2,33,330,10,31,93.9,0,0,2,6.1,0,0,0,0,0,0,17.85,0.54,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,31,93.9,31,93.9,2,6.1,31,93.9,2,6.1,2,6.1,0,0,0,0,1,3,1,50,0,0,z,z,1,3,5,15.2,2,100,1,50,z,z,7,0.21,76,2.3,9,0.27,6,0.18,z,z,75,2.3,152,4.6,76,2.3,27,0.8,25,0.8,2,0.1,34,1,8,0.2,2,6.1,28,84.8,1,3,1,3,1,3,2,6.1,0,0,0,0,0,0,0,0,1,3,0,0,1,3,2,6.1,31,93.9,2,100,2,100,z,z,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,102,3.1,101,3.1,z,z
201920,Academic year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,Revised,0,0,Alternative provision,3,110,1388,12.6,58,52.7,3,2.7,9,8.2,2,1.8,1,0.9,1,0.9,89,0.81,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,84,76.4,81,73.6,26,23.6,82,74.5,29,26.4,25,22.7,2,1.8,3,2.7,11,10,2,6.9,5,20,1,50,10,9.1,22,20,9,31,6,24,1,50,79,0.72,209,1.9,88,0.8,63,0.57,7,0.06,245,2.2,418,3.8,242,2.2,483,4.4,333,3,150,1.4,76,0.7,126,1.1,28,25.5,46,41.8,8,7.3,12,10.9,14,12.7,28,25.5,1,0.9,1,0.9,2,1.8,0,0,28,25.5,0,0,29,26.4,24,21.8,75,68.2,28,96.6,20,80,2,100,2,1.8,8,7.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,343,3.1,302,2.7,z,z
201920,Academic year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,Revised,0,0,Alternative provision,2,40,450,11.3,1,2.5,0,0,0,0,0,0,0,0,0,0,53.82,1.35,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,35,87.5,35,87.5,0,0,35,87.5,32,80,1,2.5,0,0,0,0,7,17.5,5,15.6,1,100,z,z,0,0,16,40,8,25,1,100,z,z,0,0,109,2.73,104.5,2.61,5,0.13,z,z,0,0,218,5.5,217,5.4,15,0.4,4,0.1,11,0.3,66,1.7,5,0.1,5,12.5,3,7.5,31,77.5,1,2.5,0,0,32,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,87.5,32,100,1,100,z,z,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,75,1.9,72,1.8,z,z
201920,Academic year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,Revised,0,0,Alternative provision,2,24,132,5.5,8,33.3,0,0,0,0,0,0,0,0,0,0,3.66,0.15,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,13,54.2,13,54.2,0,0,11,45.8,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,0,0,1,4.2,z,z,z,z,z,z,0,0,22,0.92,z,z,z,z,z,z,35,1.5,44,1.8,23,1,30,1.3,30,1.3,0,0,7,0.3,8,0.3,13,54.2,11,45.8,0,0,0,0,0,0,z,z,z,z,0,0,0,0,0,0,8,33.3,0,0,8,33.3,0,0,11,45.8,z,z,z,z,z,z,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,36,1.5,36,1.5,z,z
201920,Academic year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,Revised,0,0,Alternative provision,2,43,185,4.3,30,69.8,0,0,1,2.3,0,0,0,0,0,0,9.83,0.23,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,31,72.1,29,67.4,1,2.3,30,69.8,0,0,0,0,0,0,1,2.3,0,0,z,z,z,z,z,z,1,2.3,1,2.3,z,z,z,z,z,z,5,0.12,54,1.26,z,z,z,z,z,z,64,1.5,108,2.5,0,0,13,0.3,13,0.3,0,0,0,0,5,0.1,13,30.2,29,67.4,1,2.3,0,0,0,0,z,z,z,z,0,0,0,0,0,0,2,4.7,0,0,2,4.7,1,2.3,27,62.8,z,z,z,z,z,z,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,67,1.6,67,1.6,z,z
201920,Academic year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,Revised,0,0,Alternative provision,2,80,751,9.4,46,57.5,0,0,7,8.8,0,0,0,0,0,0,40.99,0.51,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,61,76.3,59,73.8,31,38.8,53,66.3,3,3.8,2,2.5,0,0,3,3.8,3,3.8,0,0,1,50,z,z,14,17.5,11,13.8,1,33.3,1,50,z,z,104,1.3,115,1.44,10,0.13,7,0.09,z,z,244,3.1,230,2.9,50,0.6,227,2.8,223,2.8,4,0.1,18,0.2,87,1.1,26,32.5,24,30,27,33.8,1,1.3,2,2.5,3,3.8,0,0,0,0,0,0,0,0,18,22.5,1,1.3,19,23.8,31,38.8,47,58.8,3,100,2,100,z,z,0,0,1,1.3,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,210,2.6,209,2.6,z,z
201920,Academic year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,Revised,0,0,Alternative provision,2,18,211,11.7,13,72.2,0,0,2,11.1,0,0,0,0,0,0,12.49,0.69,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,14,77.8,13,72.2,10,55.6,13,72.2,2,11.1,0,0,0,0,1,5.6,0,0,0,0,z,z,z,z,6,33.3,3,16.7,0,0,z,z,z,z,35,1.94,33,1.83,3.5,0.19,z,z,z,z,75,4.2,66,3.7,14,0.8,56,3.1,56,3.1,0,0,6,0.3,25,1.4,5,27.8,1,5.6,12,66.7,0,0,0,0,2,11.1,0,0,0,0,0,0,0,0,2,11.1,0,0,2,11.1,10,55.6,13,72.2,2,100,z,z,z,z,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,56,3.1,56,3.1,z,z
201920,Academic year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,Revised,0,0,Alternative provision,2,19,73.5,3.9,0,0,0,0,0,0,0,0,0,0,0,0,6.83,0.36,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,9,47.4,9,47.4,0,0,0,0,2,10.5,6,31.6,0,0,0,0,0,0,1,50,2,33.3,z,z,0,0,0,0,1,50,2,33.3,z,z,0,0,0,0,10,0.53,21,1.11,z,z,20,1.1,0,0,41,2.2,12.5,0.7,7,0.4,5.5,0.3,10,0.5,4,0.2,13,68.4,4,21.1,2,10.5,0,0,0,0,2,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,100,6,100,z,z,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,18,0.9,16,0.8,z,z
201920,Academic year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,Revised,0,0,Alternative provision,2,19,154,8.1,10,52.6,0,0,0,0,0,0,0,0,0,0,11.35,0.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,10,52.6,10,52.6,4,21.1,10,52.6,10,52.6,0,0,0,0,0,0,1,5.3,1,10,z,z,z,z,2,10.5,1,5.3,1,10,z,z,z,z,11,0.58,16,0.84,20.5,1.08,z,z,z,z,32,1.7,32,1.7,41,2.2,49,2.6,44,2.3,5,0.3,16,0.8,22,1.2,9,47.4,0,0,6,31.6,4,21.1,0,0,10,52.6,0,0,0,0,0,0,0,0,5,26.3,0,0,5,26.3,4,21.1,9,47.4,8,80,z,z,z,z,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,56,2.9,54,2.8,z,z
201920,Academic year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,Revised,0,0,Alternative provision,2,52,743,14.3,45,86.5,2,3.8,11,21.2,0,0,0,0,0,0,31.36,0.6,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,46,88.5,45,86.5,2,3.8,46,88.5,7,13.5,0,0,0,0,0,0,5,9.6,1,14.3,z,z,z,z,2,3.8,17,32.7,4,57.1,z,z,z,z,8,0.15,130,2.5,25,0.48,z,z,z,z,142,2.7,260,5,149,2.9,192,3.7,192,3.7,0,0,50,1,54,1,6,11.5,37,71.2,9,17.3,0,0,0,0,7,13.5,0,0,0,0,0,0,0,0,15,28.8,0,0,15,28.8,2,3.8,43,82.7,7,100,z,z,z,z,0,0,2,3.8,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,188,3.6,188,3.6,z,z
201920,Academic year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,Revised,1,1,Alternative provision,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,0,0,0,0,z,z,z,z,z,z,0,0,0,0,z,z,z,z,z,z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,0,0,0,0,z,z,z,z,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,z,z,z,z,z,z,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,0,0,0,0,z,z
201920,Academic year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,Revised,0,0,Alternative provision,2,17,191,11.2,9,52.9,2,11.8,3,17.6,1,5.9,0,0,0,0,14.69,0.86,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,11,64.7,11,64.7,2,11.8,10,58.8,5,29.4,2,11.8,2,11.8,2,11.8,2,11.8,1,20,2,100,1,50,2,11.8,3,17.6,1,20,2,100,1,50,14,0.82,29,1.71,12,0.71,13,0.76,8,0.47,49,2.9,58,3.4,47,2.8,37,2.2,37,2.2,0,0,14,0.8,8,0.5,7,41.2,4,23.5,3,17.6,2,11.8,0,0,4,23.5,1,5.9,1,5.9,0,0,0,0,5,29.4,1,5.9,5,29.4,2,11.8,10,58.8,5,100,2,100,2,100,1,5.9,2,11.8,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,42,2.5,42,2.5,z,z
201920,Academic year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,Revised,1,0,Alternative provision,2,19,151,7.9,8,42.1,1,5.3,3,15.8,0,0,0,0,0,0,15.16,0.8,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,11,57.9,11,57.9,0,0,11,57.9,10,52.6,0,0,0,0,0,0,2,10.5,1,10,z,z,z,z,0,0,4,21.1,4,40,z,z,z,z,0,0,32,1.68,29.5,1.55,z,z,z,z,28,1.5,64,3.4,59,3.1,0,0,0,0,0,0,20,1.1,0,0,8,42.1,1,5.3,10,52.6,0,0,0,0,10,52.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,57.9,10,100,z,z,z,z,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,29,1.5,29,1.5,z,z
201920,Academic year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,Revised,1,0,Alternative provision,3,104,783,7.5,55,52.9,0,0,6,5.8,0,0,0,0,0,0,51.76,0.5,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,79,76,78,75,18,17.3,77,74,14,13.5,3,2.9,0,0,1,1,4,3.8,1,7.1,0,0,z,z,9,8.7,13,12.5,3,21.4,1,33.3,z,z,60,0.58,158,1.52,41.5,0.4,9,0.09,z,z,212,2,316,3,139,1.3,116,1.1,110,1.1,6,0.1,47,0.5,41,0.4,27,26,46,44.2,27,26,4,3.8,0,0,14,13.5,1,1,1,1,3,2.9,0,0,5,4.8,0,0,5,4.8,18,17.3,77,74,14,100,3,100,z,z,0,0,1,1,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,209,2,207,2,z,z
201920,Academic year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,Revised,0,0,Alternative provision,3,28,264.5,9.4,22,78.6,0,0,0,0,0,0,0,0,0,0,12.32,0.44,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,23,82.1,22,78.6,8,28.6,22,78.6,0,0,6,21.4,0,0,0,0,0,0,z,z,0,0,z,z,1,3.6,2,7.1,z,z,0,0,z,z,22,0.79,47,1.68,z,z,5,0.18,z,z,77,2.8,94,3.4,27,1,66.5,2.4,57,2,9.5,0.3,16,0.6,21,0.8,6,21.4,14,50,2,7.1,6,21.4,0,0,z,z,z,z,0,0,0,0,0,0,8,28.6,0,0,8,28.6,8,28.6,20,71.4,z,z,5,83.3,z,z,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,86,3.1,84,3,z,z
201920,Academic year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,Revised,0,0,Alternative provision,2,24,252,10.5,21,87.5,1,4.2,2,8.3,0,0,0,0,0,0,17.85,0.74,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,21,87.5,21,87.5,8,33.3,21,87.5,4,16.7,0,0,0,0,1,4.2,1,4.2,0,0,z,z,z,z,4,16.7,6,25,0,0,z,z,z,z,27,1.13,55,2.29,12.5,0.52,z,z,z,z,81,3.4,110,4.6,43,1.8,18,0.8,18,0.8,0,0,18,0.8,8,0.3,3,12.5,12,50,6,25,3,12.5,0,0,4,16.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,33.3,20,83.3,4,100,z,z,z,z,0,0,0,0,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,z,67,2.8,67,2.8,z,z
