"time_period","time_identifier","geographic_level","country_code","country_name","trust_id","trust_name","trust_uid","trust_companies_house_number","trust_ukprn","trust_leadregion","version","establishment_type_group","breakdown_topic","disadvantage_status","pupil_count","attainment8_average_weighted","progress8_pupil_percent","progress8_average_weighted","progress8_lower_95_ci","progress8_upper_95_ci","engmath_95_percent_weighted","ebacc_aps_average_weighted","ebacc_95_percent_weighted","ebacc_94_percent_weighted","ebacc_entering_percent_weighted"
"202425","Academic year","MAT","E92000001","England","TR00637","The Dean Trust",2864,8027943,10055366,"North West","Revised","Multi-academy trust","Total","Total",1131,"43.5","z","z","z","z","36.3","3.96","17.1","27.7","63.7"
"202425","Academic year","MAT","E92000001","England","TR00637","The Dean Trust",2864,8027943,10055366,"North West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",485,"35.5","z","z","z","z","21.6","3.14","8.2","14","53.6"
"202425","Academic year","MAT","E92000001","England","TR00637","The Dean Trust",2864,8027943,10055366,"North West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",646,"49.5","z","z","z","z","47.2","4.58","23.7","37.9","71.4"
"202425","Academic year","MAT","E92000001","England","TR00665","The Diocese Of Westminster Academy Trust",2928,7944160,10059577,"East of England","Revised","Multi-academy trust","Total","Total",1181,"54.5","z","z","z","z","58","5.01","33.4","45.7","68.1"
"202425","Academic year","MAT","E92000001","England","TR00665","The Diocese Of Westminster Academy Trust",2928,7944160,10059577,"East of England","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",207,"44.1","z","z","z","z","40.6","4","18.8","33.8","61.8"
"202425","Academic year","MAT","E92000001","England","TR00665","The Diocese Of Westminster Academy Trust",2928,7944160,10059577,"East of England","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",974,"56.6","z","z","z","z","61.7","5.22","36.4","48.3","69.4"
"202425","Academic year","MAT","E92000001","England","TR00669","Diverse Academies Trust",2936,7664012,10058867,"East Midlands","Revised","Multi-academy trust","Total","Total",1119,"41.2","z","z","z","z","33","3.51","7.8","11.7","19.5"
"202425","Academic year","MAT","E92000001","England","TR00669","Diverse Academies Trust",2936,7664012,10058867,"East Midlands","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",335,"32","z","z","z","z","17.9","2.68","3.3","5.1","13.1"
"202425","Academic year","MAT","E92000001","England","TR00669","Diverse Academies Trust",2936,7664012,10058867,"East Midlands","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",784,"45.2","z","z","z","z","39.4","3.86","9.7","14.5","22.2"
"202425","Academic year","MAT","E92000001","England","TR00671","Dixons Academies Trust",2939,2303464,10058150,"Yorkshire and the Humber","Revised","Multi-academy trust","Total","Total",1827,"43.7","z","z","z","z","38.7","3.99","18.6","30.1","77.7"
"202425","Academic year","MAT","E92000001","England","TR00671","Dixons Academies Trust",2939,2303464,10058150,"Yorkshire and the Humber","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",786,"36.3","z","z","z","z","25.9","3.28","12.1","21.1","68.2"
"202425","Academic year","MAT","E92000001","England","TR00671","Dixons Academies Trust",2939,2303464,10058150,"Yorkshire and the Humber","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",1041,"49","z","z","z","z","47.7","4.49","23.1","36.4","84.4"
"202425","Academic year","MAT","E92000001","England","TR00699","Eact",2974,6526376,10058234,"South West","Revised","Multi-academy trust","Total","Total",2274,"40.4","z","z","z","z","32.3","3.52","11.7","17.9","30.4"
"202425","Academic year","MAT","E92000001","England","TR00699","Eact",2974,6526376,10058234,"South West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",1073,"36.4","z","z","z","z","24.6","3.12","8.8","14.7","26.8"
"202425","Academic year","MAT","E92000001","England","TR00699","Eact",2974,6526376,10058234,"South West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",1201,"44","z","z","z","z","39.2","3.87","14.2","20.7","33.6"
"202425","Academic year","MAT","E92000001","England","TR00704","Stour Vale Academy Trust",16572,7865663,10059465,"West Midlands","Revised","Multi-academy trust","Total","Total",868,"44.8","z","z","z","z","43.9","3.99","19.2","26.1","38.5"
"202425","Academic year","MAT","E92000001","England","TR00704","Stour Vale Academy Trust",16572,7865663,10059465,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",281,"34.8","z","z","z","z","24.6","3.03","8.7","13.1","26.2"
"202425","Academic year","MAT","E92000001","England","TR00704","Stour Vale Academy Trust",16572,7865663,10059465,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",587,"49.3","z","z","z","z","52.6","4.43","24","31.9","44.1"
"202425","Academic year","MAT","E92000001","England","TR00707","Penrose Learning Trust",16707,7682993,10058940,"East of England","Revised","Multi-academy trust","Total","Total",694,"43.5","z","z","z","z","40.1","3.79","11.7","17.4","25.1"
"202425","Academic year","MAT","E92000001","England","TR00707","Penrose Learning Trust",16707,7682993,10058940,"East of England","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",158,"30.8","z","z","z","z","17.7","2.63","5.7","8.9","15.8"
"202425","Academic year","MAT","E92000001","England","TR00707","Penrose Learning Trust",16707,7682993,10058940,"East of England","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",536,"47.3","z","z","z","z","46.6","4.13","13.4","20","27.8"
"202425","Academic year","MAT","E92000001","England","TR00718","Broad Horizons Education Trust",4362,8282834,10060158,"East of England","Revised","Multi-academy trust","Total","Total",757,"44.8","z","z","z","z","42.8","3.93","12.9","18","24.6"
"202425","Academic year","MAT","E92000001","England","TR00718","Broad Horizons Education Trust",4362,8282834,10060158,"East of England","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",160,"31.9","z","z","z","z","22","2.75","6.4","7.1","13"
"202425","Academic year","MAT","E92000001","England","TR00718","Broad Horizons Education Trust",4362,8282834,10060158,"East of England","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",597,"48.4","z","z","z","z","48.8","4.26","14.8","21.1","27.8"
"202425","Academic year","MAT","E92000001","England","TR00727","Education For The 21st Century",3015,7559170,10058616,"London","Revised","Multi-academy trust","Total","Total",785,"44.6","z","z","z","z","42.7","3.95","15.8","24.5","36.2"
"202425","Academic year","MAT","E92000001","England","TR00727","Education For The 21st Century",3015,7559170,10058616,"London","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",243,"32.8","z","z","z","z","18.5","2.81","4.5","11.5","25.5"
"202425","Academic year","MAT","E92000001","England","TR00727","Education For The 21st Century",3015,7559170,10058616,"London","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",542,"50","z","z","z","z","53.5","4.47","20.8","30.3","41"
"202425","Academic year","MAT","E92000001","England","TR00761","Excalibur Academies Trust",3065,8146633,10059937,"South West","Revised","Multi-academy trust","Total","Total",708,"46.8","z","z","z","z","46.6","4.18","19.6","26.3","40.5"
"202425","Academic year","MAT","E92000001","England","TR00761","Excalibur Academies Trust",3065,8146633,10059937,"South West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",165,"33.3","z","z","z","z","21.8","2.83","4.2","7.9","17"
"202425","Academic year","MAT","E92000001","England","TR00761","Excalibur Academies Trust",3065,8146633,10059937,"South West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",543,"50.9","z","z","z","z","54.1","4.59","24.3","31.9","47.7"
"202425","Academic year","MAT","E92000001","England","TR00767","Fairfax Multi Academy Trust",3076,7661164,10058852,"West Midlands","Revised","Multi-academy trust","Total","Total",720,"41.2","z","z","z","z","35.3","3.57","9.4","13.8","21.8"
"202425","Academic year","MAT","E92000001","England","TR00767","Fairfax Multi Academy Trust",3076,7661164,10058852,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",321,"34.2","z","z","z","z","23.1","2.92","3.7","7.2","17.1"
"202425","Academic year","MAT","E92000001","England","TR00767","Fairfax Multi Academy Trust",3076,7661164,10058852,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",399,"46.7","z","z","z","z","45.1","4.1","14","19","25.6"
"202425","Academic year","MAT","E92000001","England","TR00770","The Fallibroome Trust",3080,7346144,10058338,"North West","Revised","Multi-academy trust","Total","Total",605,"44.4","z","z","z","z","38","3.72","10.2","13.9","18.7"
"202425","Academic year","MAT","E92000001","England","TR00770","The Fallibroome Trust",3080,7346144,10058338,"North West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",160,"29.1","z","z","z","z","13.1","2.38","2.5","4.4","9.4"
"202425","Academic year","MAT","E92000001","England","TR00770","The Fallibroome Trust",3080,7346144,10058338,"North West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",445,"49.9","z","z","z","z","47","4.2","13","17.3","22"
"202425","Academic year","MAT","E92000001","England","TR00774","East Anglian Schools Trust Ltd",17335,7667407,10058884,"East of England","Revised","Multi-academy trust","Total","Total",793,"45.6","z","z","z","z","43.8","3.83","8.4","11.5","14.8"
"202425","Academic year","MAT","E92000001","England","TR00774","East Anglian Schools Trust Ltd",17335,7667407,10058884,"East of England","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",139,"30.1","z","z","z","z","19.4","2.48","2.2","3.6","4.3"
"202425","Academic year","MAT","E92000001","England","TR00774","East Anglian Schools Trust Ltd",17335,7667407,10058884,"East of England","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",654,"48.9","z","z","z","z","48.9","4.11","9.8","13.1","17"
"202425","Academic year","MAT","E92000001","England","TR00790","Finham Park Multiacademy Trust",15766,7700317,10059110,"West Midlands","Revised","Multi-academy trust","Total","Total",639,"44.1","z","z","z","z","40.7","4.04","22.2","29.7","55.6"
"202425","Academic year","MAT","E92000001","England","TR00790","Finham Park Multiacademy Trust",15766,7700317,10059110,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",189,"31.1","z","z","z","z","19.2","2.74","8.7","10.7","36.3"
"202425","Academic year","MAT","E92000001","England","TR00790","Finham Park Multiacademy Trust",15766,7700317,10059110,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",450,"49.5","z","z","z","z","49.5","4.57","27.8","37.4","63.5"
"202425","Academic year","MAT","E92000001","England","TR00810","Beyond Schools Trust",3123,7401701,10058382,"South East","Revised","Multi-academy trust","Total","Total",549,"44.9","z","z","z","z","38.4","4.07","20.4","30.2","44.6"
"202425","Academic year","MAT","E92000001","England","TR00810","Beyond Schools Trust",3123,7401701,10058382,"South East","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",177,"35","z","z","z","z","20.9","3.09","8.5","14.1","28.8"
"202425","Academic year","MAT","E92000001","England","TR00810","Beyond Schools Trust",3123,7401701,10058382,"South East","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",372,"49.6","z","z","z","z","46.8","4.54","26.1","37.9","52.2"
"202425","Academic year","MAT","E92000001","England","TR00834","Future Academies",3152,6543442,10043978,"London","Revised","Multi-academy trust","Total","Total",1007,"45.1","z","z","z","z","42.7","4.23","23.6","35","60"
"202425","Academic year","MAT","E92000001","England","TR00834","Future Academies",3152,6543442,10043978,"London","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",403,"39.6","z","z","z","z","34.7","3.69","17.6","26.6","52.7"
"202425","Academic year","MAT","E92000001","England","TR00834","Future Academies",3152,6543442,10043978,"London","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",604,"48.7","z","z","z","z","47.9","4.6","27.5","40.6","64.8"
"202425","Academic year","MAT","E92000001","England","TR00836","Fylde Coast Academy Trust",3155,8364709,10060294,"North West","Revised","Multi-academy trust","Total","Total",794,"38","z","z","z","z","29.5","3.28","5.7","9.7","18.5"
"202425","Academic year","MAT","E92000001","England","TR00836","Fylde Coast Academy Trust",3155,8364709,10060294,"North West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",350,"30.6","z","z","z","z","16.3","2.63","2.6","5.4","12.6"
"202425","Academic year","MAT","E92000001","England","TR00836","Fylde Coast Academy Trust",3155,8364709,10060294,"North West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",444,"43.8","z","z","z","z","39.9","3.79","8.1","13.1","23.2"
"202425","Academic year","MAT","E92000001","England","TR00860","Glf Schools",3190,7551959,10053217,"South East","Revised","Multi-academy trust","Total","Total",1145,"49","z","z","z","z","53.2","4.5","25.8","34.1","56.2"
"202425","Academic year","MAT","E92000001","England","TR00860","Glf Schools",3190,7551959,10053217,"South East","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",239,"33.4","z","z","z","z","24.7","2.94","6.7","10.5","34.3"
"202425","Academic year","MAT","E92000001","England","TR00860","Glf Schools",3190,7551959,10053217,"South East","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",906,"53.2","z","z","z","z","60.7","4.91","30.8","40.3","61.9"
"202425","Academic year","MAT","E92000001","England","TR00876","Lighthouse Schools Partnership",16340,7662102,10058855,"South West","Revised","Multi-academy trust","Total","Total",798,"50.4","z","z","z","z","52.4","4.65","28.3","40.2","61.3"
"202425","Academic year","MAT","E92000001","England","TR00876","Lighthouse Schools Partnership",16340,7662102,10058855,"South West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",94,"33.1","z","z","z","z","18.1","2.92","11.7","17","33"
"202425","Academic year","MAT","E92000001","England","TR00876","Lighthouse Schools Partnership",16340,7662102,10058855,"South West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",704,"52.7","z","z","z","z","57","4.88","30.5","43.3","65.1"
"202425","Academic year","MAT","E92000001","England","TR00878","The Gorse Academies Trust",3206,7465701,10055363,"Yorkshire and the Humber","Revised","Multi-academy trust","Total","Total",1438,"49.4","z","z","z","z","52.6","4.6","31.3","46.9","80.5"
"202425","Academic year","MAT","E92000001","England","TR00878","The Gorse Academies Trust",3206,7465701,10055363,"Yorkshire and the Humber","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",475,"38.5","z","z","z","z","33.7","3.52","15.9","28.9","65.9"
"202425","Academic year","MAT","E92000001","England","TR00878","The Gorse Academies Trust",3206,7465701,10055363,"Yorkshire and the Humber","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",963,"54.7","z","z","z","z","61.8","5.13","38.8","55.7","87.6"
"202425","Academic year","MAT","E92000001","England","TR00881","The Gosforth Federated Academies Limited",3209,7431423,10058404,"North East","Revised","Multi-academy trust","Total","Total",814,"52","z","z","z","z","57.5","4.84","32.9","45.2","63.1"
"202425","Academic year","MAT","E92000001","England","TR00881","The Gosforth Federated Academies Limited",3209,7431423,10058404,"North East","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",236,"41.7","z","z","z","z","37.3","3.76","13.1","23.7","44.9"
"202425","Academic year","MAT","E92000001","England","TR00881","The Gosforth Federated Academies Limited",3209,7431423,10058404,"North East","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",578,"56.3","z","z","z","z","65.7","5.29","41","54","70.6"
"202425","Academic year","MAT","E92000001","England","TR00892","The Great Schools Trust",15758,7641004,10058757,"North West","Revised","Multi-academy trust","Total","Total",556,"43.3","z","z","z","z","39","4.02","19.6","30.9","75.5"
"202425","Academic year","MAT","E92000001","England","TR00892","The Great Schools Trust",15758,7641004,10058757,"North West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",233,"35.1","z","z","z","z","22.7","3.18","11.2","20.2","58.4"
"202425","Academic year","MAT","E92000001","England","TR00892","The Great Schools Trust",15758,7641004,10058757,"North West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",323,"49.2","z","z","z","z","50.8","4.62","25.7","38.7","87.9"
"202425","Academic year","MAT","E92000001","England","TR00893","Great Academies Education Trust",3225,6237630,10058215,"North West","Revised","Multi-academy trust","Total","Total",594,"38.7","z","z","z","z","28.5","3.37","11.1","17.8","36.2"
"202425","Academic year","MAT","E92000001","England","TR00893","Great Academies Education Trust",3225,6237630,10058215,"North West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",232,"32.3","z","z","z","z","18.1","2.77","6.9","12.5","28.9"
"202425","Academic year","MAT","E92000001","England","TR00893","Great Academies Education Trust",3225,6237630,10058215,"North West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",362,"42.7","z","z","z","z","35.1","3.76","13.8","21.3","40.9"
"202425","Academic year","MAT","E92000001","England","TR00908","Southport Learning Trust",16810,7790934,10059329,"North West","Revised","Multi-academy trust","Total","Total",763,"45.4","z","z","z","z","41.2","4.12","18.7","30.1","71"
"202425","Academic year","MAT","E92000001","England","TR00908","Southport Learning Trust",16810,7790934,10059329,"North West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",183,"32.6","z","z","z","z","21","2.88","8.2","12.9","49"
"202425","Academic year","MAT","E92000001","England","TR00908","Southport Learning Trust",16810,7790934,10059329,"North West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",580,"49.4","z","z","z","z","47.5","4.51","22","35.5","78"
"202425","Academic year","MAT","E92000001","England","TR00911","Greenshaw Learning Trust",5452,7633694,10058734,"South West","Revised","Multi-academy trust","Total","Total",2116,"48","z","z","z","z","48.4","4.21","16.3","20.9","28.7"
"202425","Academic year","MAT","E92000001","England","TR00911","Greenshaw Learning Trust",5452,7633694,10058734,"South West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",674,"37.9","z","z","z","z","31.5","3.24","8.8","12.1","18.8"
"202425","Academic year","MAT","E92000001","England","TR00911","Greenshaw Learning Trust",5452,7633694,10058734,"South West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",1442,"52.8","z","z","z","z","56.5","4.68","20","25.1","33.5"
"202425","Academic year","MAT","E92000001","England","TR00914","Greenwood Academies Trust",3252,6864339,10058259,"East Midlands","Revised","Multi-academy trust","Total","Total",1600,"42.1","z","z","z","z","33.1","3.52","6.6","10.3","18.1"
"202425","Academic year","MAT","E92000001","England","TR00914","Greenwood Academies Trust",3252,6864339,10058259,"East Midlands","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",662,"36.1","z","z","z","z","23","2.96","2.9","5.7","13.4"
"202425","Academic year","MAT","E92000001","England","TR00914","Greenwood Academies Trust",3252,6864339,10058259,"East Midlands","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",938,"46.4","z","z","z","z","40.2","3.91","9.3","13.5","21.4"
"202425","Academic year","MAT","E92000001","England","TR00919","Every Child Every Day Academy Trust",16253,8185432,10060043,"London","Revised","Multi-academy trust","Total","Total",553,"56","z","z","z","z","64.7","5.17","39.8","45.7","59.2"
"202425","Academic year","MAT","E92000001","England","TR00919","Every Child Every Day Academy Trust",16253,8185432,10060043,"London","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",108,"41","z","z","z","z","35.4","3.56","15.2","17","34"
"202425","Academic year","MAT","E92000001","England","TR00919","Every Child Every Day Academy Trust",16253,8185432,10060043,"London","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",445,"59.5","z","z","z","z","71.5","5.55","45.5","52.4","65.1"
"202425","Academic year","MAT","E92000001","England","TR00926","Learning Partners Academy Trust",17054,8303773,10060193,"South East","Revised","Multi-academy trust","Total","Total",807,"54.2","z","z","z","z","62","4.97","28.7","36.7","55.6"
"202425","Academic year","MAT","E92000001","England","TR00926","Learning Partners Academy Trust",17054,8303773,10060193,"South East","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",93,"35.4","z","z","z","z","25.4","3.16","6.3","9.4","28.8"
"202425","Academic year","MAT","E92000001","England","TR00926","Learning Partners Academy Trust",17054,8303773,10060193,"South East","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",714,"56.6","z","z","z","z","66.6","5.2","31.5","40.1","59"
"202425","Academic year","MAT","E92000001","England","TR00933","Haberdashers Askes Federation Trust",3279,2535091,10058159,"London","Revised","Multi-academy trust","Total","Total",750,"46.8","z","z","z","z","43.6","4.34","22","33.5","55.1"
"202425","Academic year","MAT","E92000001","England","TR00933","Haberdashers Askes Federation Trust",3279,2535091,10058159,"London","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",275,"40.1","z","z","z","z","29.8","3.68","13.8","25.8","52"
"202425","Academic year","MAT","E92000001","England","TR00933","Haberdashers Askes Federation Trust",3279,2535091,10058159,"London","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",475,"50.7","z","z","z","z","51.6","4.72","26.7","37.9","56.8"
"202425","Academic year","MAT","E92000001","England","TR00943","Impact Education Multi Academy Trust",16681,8529006,10060453,"Yorkshire and the Humber","Revised","Multi-academy trust","Total","Total",487,"45","z","z","z","z","37.5","3.8","14.1","20.3","30.2"
"202425","Academic year","MAT","E92000001","England","TR00943","Impact Education Multi Academy Trust",16681,8529006,10060453,"Yorkshire and the Humber","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",187,"40.8","z","z","z","z","27","3.4","9.8","17.1","25.9"
"202425","Academic year","MAT","E92000001","England","TR00943","Impact Education Multi Academy Trust",16681,8529006,10060453,"Yorkshire and the Humber","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",300,"47.6","z","z","z","z","44.1","4.04","16.8","22.3","32.9"
"202425","Academic year","MAT","E92000001","England","TR00946","Empower Learning Academy Trust",16251,7702119,10059123,"London","Revised","Multi-academy trust","Total","Total",541,"43","z","z","z","z","38.1","3.79","14.2","22","48.6"
"202425","Academic year","MAT","E92000001","England","TR00946","Empower Learning Academy Trust",16251,7702119,10059123,"London","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",162,"34.1","z","z","z","z","21.6","2.87","7.4","9.9","27.2"
"202425","Academic year","MAT","E92000001","England","TR00946","Empower Learning Academy Trust",16251,7702119,10059123,"London","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",379,"46.8","z","z","z","z","45.1","4.19","17.2","27.2","57.8"
"202425","Academic year","MAT","E92000001","England","TR00968","Harris Federation",3320,6228587,10055126,"London","Revised","Multi-academy trust","Total","Total",4779,"50.5","z","z","z","z","53","4.71","29.2","41.6","68.8"
"202425","Academic year","MAT","E92000001","England","TR00968","Harris Federation",3320,6228587,10055126,"London","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",1872,"44.9","z","z","z","z","41.7","4.13","21.3","32.2","62.3"
"202425","Academic year","MAT","E92000001","England","TR00968","Harris Federation",3320,6228587,10055126,"London","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",2907,"54.2","z","z","z","z","60.2","5.08","34.3","47.6","73"
"202425","Academic year","MAT","E92000001","England","TR00969","Red Kite Learning Trust",15727,7523507,10054307,"Yorkshire and the Humber","Revised","Multi-academy trust","Total","Total",849,"47.7","z","z","z","z","50.9","4.26","21.8","31.1","40.2"
"202425","Academic year","MAT","E92000001","England","TR00969","Red Kite Learning Trust",15727,7523507,10054307,"Yorkshire and the Humber","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",198,"31.6","z","z","z","z","23.2","2.72","7.1","12.1","22.7"
"202425","Academic year","MAT","E92000001","England","TR00969","Red Kite Learning Trust",15727,7523507,10054307,"Yorkshire and the Humber","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",651,"52.6","z","z","z","z","59.3","4.73","26.3","36.9","45.5"
"202425","Academic year","MAT","E92000001","England","TR00985","University Of Brighton Academies Trust",3339,7185046,10032385,"South East","Revised","Multi-academy trust","Total","Total",614,"38.3","z","z","z","z","33.6","3.22","7.2","10.4","14.8"
"202425","Academic year","MAT","E92000001","England","TR00985","University Of Brighton Academies Trust",3339,7185046,10032385,"South East","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",192,"27.9","z","z","z","z","16.1","2.31","1.6","4.7","7.8"
"202425","Academic year","MAT","E92000001","England","TR00985","University Of Brighton Academies Trust",3339,7185046,10032385,"South East","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",422,"43","z","z","z","z","41.5","3.64","9.7","13","18"
"202425","Academic year","MAT","E92000001","England","TR00994","The Four Stones Multi Academy Trust",17145,7652306,10058796,"West Midlands","Revised","Multi-academy trust","Total","Total",498,"48.8","z","z","z","z","46.9","4.55","25.1","38.6","80.2"
"202425","Academic year","MAT","E92000001","England","TR00994","The Four Stones Multi Academy Trust",17145,7652306,10058796,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",94,"33","z","z","z","z","15.9","2.92","4.3","15.3","54"
"202425","Academic year","MAT","E92000001","England","TR00994","The Four Stones Multi Academy Trust",17145,7652306,10058796,"West Midlands","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",404,"52.4","z","z","z","z","54","4.92","29.9","43.9","86.2"
"202425","Academic year","MAT","E92000001","England","TR01015","The Heath Family North West",3372,7614421,10058706,"North West","Revised","Multi-academy trust","Total","Total",513,"40.3","z","z","z","z","32.9","3.37","6.2","11.3","20.1"
"202425","Academic year","MAT","E92000001","England","TR01015","The Heath Family North West",3372,7614421,10058706,"North West","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",218,"35.1","z","z","z","z","26.6","2.92","5","8.7","18.3"
"202425","Academic year","MAT","E92000001","England","TR01015","The Heath Family North West",3372,7614421,10058706,"North West","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",295,"44.1","z","z","z","z","37.6","3.7","7.1","13.2","21.4"
"202425","Academic year","MAT","E92000001","England","TR01023","The Wensum Trust",16054,7982312,10059670,"East of England","Revised","Multi-academy trust","Total","Total",455,"43","z","z","z","z","39.1","3.7","10.1","13.6","24"
"202425","Academic year","MAT","E92000001","England","TR01023","The Wensum Trust",16054,7982312,10059670,"East of England","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",101,"33.7","z","z","z","z","22.8","2.89","5.9","10.9","21.8"
"202425","Academic year","MAT","E92000001","England","TR01023","The Wensum Trust",16054,7982312,10059670,"East of England","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",354,"45.7","z","z","z","z","43.8","3.93","11.3","14.4","24.6"
"202425","Academic year","MAT","E92000001","England","TR01041","The Consortium Academy Trust",3403,7665828,10058879,"Yorkshire and the Humber","Revised","Multi-academy trust","Total","Total",1158,"43.6","z","z","z","z","40.4","3.82","11.6","17.9","31.4"
"202425","Academic year","MAT","E92000001","England","TR01041","The Consortium Academy Trust",3403,7665828,10058879,"Yorkshire and the Humber","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",307,"35.9","z","z","z","z","25.7","3.1","7.2","12.4","24.4"
"202425","Academic year","MAT","E92000001","England","TR01041","The Consortium Academy Trust",3403,7665828,10058879,"Yorkshire and the Humber","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",851,"46.3","z","z","z","z","45.7","4.08","13.2","19.9","34"
"202425","Academic year","MAT","E92000001","England","TR01121","The Howard Partnership Trust",3493,7597068,10058685,"South East","Revised","Multi-academy trust","Total","Total",883,"46.4","z","z","z","z","45.1","4.08","16.2","21.6","32.7"
"202425","Academic year","MAT","E92000001","England","TR01121","The Howard Partnership Trust",3493,7597068,10058685,"South East","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",155,"30.2","z","z","z","z","17.4","2.53","3.9","6.5","16.1"
"202425","Academic year","MAT","E92000001","England","TR01121","The Howard Partnership Trust",3493,7597068,10058685,"South East","Revised","Multi-academy trust","Disadvantage status","Not known to be disadvantaged",728,"49.9","z","z","z","z","51","4.42","18.8","24.9","36.3"
"202425","Academic year","MAT","E92000001","England","TR01133","The Education Alliance",3511,7542211,10058551,"Yorkshire and the Humber","Revised","Multi-academy trust","Total","Total",1014,"46.6","z","z","z","z","43.3","4.2","21","30.1","49.1"
"202425","Academic year","MAT","E92000001","England","TR01133","The Education Alliance",3511,7542211,10058551,"Yorkshire and the Humber","Revised","Multi-academy trust","Disadvantage status","Disadvantaged",198,"35.1","z","z","z","z","22.2","3.04","5.6","12.1","27.3"
