Web Link (opens in new window),URN,LAESTAB,School name,Ofsted phase,Type of education,School open date,Admissions policy,Sixth form,Designated religious character,Religious ethos,Faith grouping,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,Multi-academy trust UID,Multi-academy trust name,Academy sponsor UID,Academy Sponsor Name,The income deprivation affecting children index (IDACI) quintile,Total number of pupils,Statutory lowest age,Statutory highest age,Inspection number,Inspection type,Inspection type grouping,Event type grouping,Inspection start date,Publication date,Category of concern,Safeguarding standards,Inclusion,Curriculum and teaching,Achievement,Attendance and behaviour,Personal development and wellbeing,Early years (where applicable),Post-16 provision (where applicable),Leadership and governance
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/101243,101243,3014023,Eastbrook School,Secondary,Community School,NULL,Non-selective,Has a sixth form,Does not apply,Does not apply,Non-faith,London,London,Barking and Dagenham,Dagenham and Rainham,RM10 7UR,NULL,NULL,NULL,NULL,4,1198,4,19,10429090,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,18/01/2026,,Met,Strong standard,Expected standard,Expected standard,Strong standard,Expected standard,Strong standard,Expected standard,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/138577,138577,3912008,Welbeck Academy,Primary,Academy Sponsor Led,01/09/2012,Not applicable,Not applicable,None,None,Non-faith,"North East, Yorkshire and the Humber",North East,Newcastle upon Tyne,Newcastle upon Tyne East and Wallsend,NE6 2QL,5370,WISE ACADEMIES,5369,WISE Academies,5,472,2,11,10426690,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,25/11/2025,28/01/2026,,Met,Strong standard,Strong standard,Expected standard,Strong standard,Strong standard,Strong standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/135265,135265,9313861,Dunmore Primary School,Primary,Community School,01/01/2008,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,South East,South East,Oxfordshire,Oxford West and Abingdon,OX14 1NR,NULL,NULL,NULL,NULL,1,431,2,11,10426685,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,22/01/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/102879,102879,3177004,New Rush Hall School,Special,Community Special School,NULL,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,London,London,Redbridge,Ilford North,IG6 2LB,NULL,NULL,NULL,NULL,3,91,5,16,10426019,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,19/01/2026,,Met,Exceptional,Strong standard,Strong standard,Strong standard,Exceptional,Not applicable,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/141883,141883,3834068,Temple Learning Academy,Secondary,Free School,01/09/2015,Unknown,Does not have a sixth form,None,None,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South,LS15 0NN,15727,RED KITE LEARNING TRUST,16579,Red Kite Learning Trust,5,964,4,16,10426699,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,25/11/2025,01/02/2026,,Met,Needs attention,Needs attention,Needs attention,Expected standard,Expected standard,Expected standard,Not applicable,Needs attention
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/149507,149507,8053006,Greatham CofE Primary School,Primary,Academy Converter,01/12/2022,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,"North East, Yorkshire and the Humber",North East,Hartlepool,Hartlepool,TS25 2EU,17481,MELROSE LEARNING TRUST,2903,Diocese of Durham,3,97,3,11,10426106,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,26/01/2026,,Met,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/139154,139154,9194008,Hitchin Boys' School,Secondary,Academy Converter,01/01/2013,Non-selective,Has a sixth form,Does not apply,Does not apply,Non-faith,East of England,East of England,Hertfordshire,Hitchin,SG5 1JB,NULL,NULL,NULL,NULL,1,1357,11,18,10428623,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,01/02/2026,,Met,Exceptional,Strong standard,Strong standard,Exceptional,Exceptional,Not applicable,Strong standard,Exceptional
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/104629,104629,3413507,Christ The King Catholic Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,North West,North West,Liverpool,Liverpool Wavertree,L15 7LZ,NULL,NULL,NULL,NULL,3,413,4,11,10426020,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,21/01/2026,,Met,Expected standard,Expected standard,Needs attention,Expected standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/145571,145571,3812016,West Vale Academy,Primary,Academy Sponsor Led,01/03/2018,Not applicable,Does not have a sixth form,None,None,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Calderdale,Calder Valley,HX4 8LS,16954,GREAT HEIGHTS ACADEMY TRUST,3254,Great Heights Academy Trust,4,84,4,11,10426703,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,26/01/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/149784,149784,8014016,Oasis Academy Temple Quarter,Secondary,Free School,01/09/2023,Non-selective,Has a sixth form,None,None,Non-faith,South West,South West,Bristol,Bristol South,BS3 4PZ,4076,OASIS COMMUNITY LEARNING,4075,Oasis Community Learning,3,278,11,18,10426109,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,13/02/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/140530,140530,9375200,"Tudor Grange Primary Academy, Haselor",Primary,Academy Converter,01/01/2014,Not applicable,Does not have a sixth form,None,Does not apply,Non-faith,West Midlands,West Midlands,Warwickshire,Stratford-on-Avon,B49 6LU,5128,Tudor Grange Academies Trust,5127,Tudor Grange Academies Trust,2,105,3,11,10426060,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,22/01/2026,,Met,Strong standard,Expected standard,Expected standard,Strong standard,Expected standard,Expected standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/144502,144502,3024010,The Totteridge Academy,Secondary,Academy Sponsor Led,01/11/2016,Unknown,Has a sixth form,None,None,Non-faith,London,London,Barnet,Chipping Barnet,N20 8AZ,5143,UNITED LEARNING TRUST,5142,United Learning Trust,2,1003,11,18,10426082,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,19/01/2026,,Met,Exceptional,Exceptional,Exceptional,Strong standard,Exceptional,Not applicable,Strong standard,Exceptional
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/139918,139918,3334002,Wodensborough Ormiston Academy,Secondary,Academy Sponsor Led,01/11/2013,Non-selective,Does not have a sixth form,Does not apply,None,Non-faith,West Midlands,West Midlands,Sandwell,Tipton and Wednesbury,WS10 0DR,4106,Ormiston Academies Trust,4105,Ormiston Academies Trust,5,1141,11,16,10426057,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,29/01/2026,,Met,Expected standard,Expected standard,Needs attention,Expected standard,Expected standard,Not applicable,Expected standard,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/118438,118438,8862434,West Minster Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,South East,South East,Kent,Sittingbourne and Sheppey,ME12 1ET,NULL,NULL,NULL,NULL,5,472,2,11,10426682,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,21/01/2026,,Met,Strong standard,Expected standard,Strong standard,Expected standard,Strong standard,Strong standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/149587,149587,8083394,Barley Fields Primary ,Primary,Academy Converter,01/03/2023,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",North East,Stockton-on-Tees,Stockton West,TS17 0QP,17112,PRINCE REGENT STREET TRUST,NULL,NULL,1,683,3,11,10426107,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,05/02/2026,,Met,Strong standard,Expected standard,Strong standard,Strong standard,Expected standard,Expected standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/140348,140348,9362024,Kenyngton Manor Primary School,Primary,Academy Sponsor Led,01/12/2013,Not applicable,Does not have a sixth form,Does not apply,None,Non-faith,South East,South East,Surrey,Spelthorne,TW16 7QL,3493,The Howard Partnership Trust,4981,The Howard Partnership Trust,4,446,2,11,10429724,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,15/01/2026,,Met,Strong standard,Expected standard,Expected standard,Expected standard,Strong standard,Expected standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/100749,100749,2094636,"Trinity Church of England School, Lewisham",Secondary,Voluntary Aided School,NULL,Non-selective,Does not have a sixth form,Church of England,Does not apply,Christian,London,London,Lewisham,Lewisham East,SE12 8PD,NULL,NULL,NULL,NULL,4,1051,4,16,10426018,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,21/01/2026,,Met,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/142094,142094,8607039,Saxon Hill Academy,Special,Academy Special Converter,01/11/2015,Not applicable,Has a sixth form,Does not apply,None,Non-faith,West Midlands,West Midlands,Staffordshire,Lichfield,WS14 9DE,4499,THE SHAW EDUCATION TRUST,5025,The Shaw Education Trust,3,133,2,19,10426071,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,18/01/2026,,Met,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Not applicable,Strong standard,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/149946,149946,8032317,Blackhorse Primary School,Primary,Academy Converter,01/09/2023,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,South West,South West,South Gloucestershire,Filton and Bradley Stoke,BS16 6TR,17691,THE LEAF TRUST,NULL,NULL,1,421,4,11,10426110,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,26/01/2026,,Met,Strong standard,Expected standard,Expected standard,Strong standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/147155,147155,3322011,Northfield Road Primary School,Primary,Academy Sponsor Led,01/07/2019,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Dudley,Stourbridge,DY2 9ER,16572,Stour Vale Academy Trust,16807,Stour Vale Academy Trust,5,373,4,11,10426096,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,25/11/2025,25/01/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/115509,115509,9162050,Chalford Hill Primary School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,South West,South West,Gloucestershire,Stroud,GL6 8LG,NULL,NULL,NULL,NULL,1,196,5,11,10426031,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,25/11/2025,21/01/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/105090,105090,3443371,St Michael and All Angels Catholic Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,North West,North West,Wirral,Wirral West,CH49 5LE,NULL,NULL,NULL,NULL,5,216,2,11,10426021,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,22/01/2026,,Met,Strong standard,Strong standard,Expected standard,Expected standard,Strong standard,Strong standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/133364,133364,3022078,Pardes House Primary School,Primary,Voluntary Aided School,01/09/2001,Not applicable,Does not have a sixth form,Jewish,Does not apply,Jewish,London,London,Barnet,Finchley and Golders Green,N3 1SA,NULL,NULL,NULL,NULL,1,355,4,11,10428457,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,03/02/2026,,Met,Expected standard,Expected standard,Expected standard,Strong standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/139053,139053,8882000,Pendle Primary Academy,Primary,Academy Sponsor Led,01/03/2013,Not applicable,Does not have a sixth form,Does not apply,None,Non-faith,North West,North West,Lancashire,Burnley,BB9 5AW,4174,Pendle Education Trust,3963,Pendle Education Trust,4,423,4,11,10426692,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,21/01/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/119804,119804,8884797,"Mount Carmel Roman Catholic High School, Hyndburn",Secondary,Voluntary Aided School,NULL,Non-selective,Does not have a sixth form,Roman Catholic,Does not apply,Christian,North West,North West,Lancashire,Hyndburn,BB5 0LU,NULL,NULL,NULL,NULL,5,795,11,16,10427790,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,26/01/2026,,Met,Strong standard,Expected standard,Expected standard,Expected standard,Strong standard,Not applicable,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/150119,150119,3442007,Woodchurch Road Academy,Primary,Academy Sponsor Led,01/10/2023,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,North West,North West,Wirral,Birkenhead,CH42 9LJ,5455,CHESHIRE ACADEMIES TRUST,17683,Cheshire Academies Trust,5,192,3,11,10426713,Academy First Section 5,Academy First Section 5,Schools - S5,25/11/2025,01/02/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/143810,143810,3842069,Middlestown Primary Academy,Primary,Academy Converter,01/12/2016,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Wakefield,Ossett and Denby Dale,WF4 4QE,16259,ACCORD MULTI ACADEMY TRUST,NULL,NULL,3,205,2,11,10426077,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,01/02/2026,,Met,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Expected standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/109515,109515,8232188,Linslade Lower School,Primary,Community School,NULL,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,East of England,East of England,Central Bedfordshire,Dunstable and Leighton Buzzard,LU7 2QU,NULL,NULL,NULL,NULL,2,173,3,9,10426027,S5 Inspection,S5 Inspection,Schools - S5,25/11/2025,04/02/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/144253,144253,3362073,Parkfield Primary School,Primary,Academy Converter,01/06/2017,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Wolverhampton,Wolverhampton South East,WV4 6HB,16690,IGNITE LEARNING PARTNERSHIP,NULL,NULL,5,207,5,11,10428785,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,22/01/2026,,Met,Expected standard,Expected standard,Expected standard,Needs attention,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/139685,139685,8862024,Copperfield Academy,Primary,Academy Sponsor Led,01/11/2013,Not applicable,Does not have a sixth form,Does not apply,None,Non-faith,South East,South East,Kent,Gravesham,DA11 0RB,4320,REAch2 Academy Trust,4318,REAch2 Academy Trust,4,466,3,11,10426695,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,12/02/2026,,Met,Expected standard,Expected standard,Expected standard,Strong standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/130261,130261,8882833,Longsands Community Primary School,Primary,Community School,29/11/1995,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,North West,North West,Lancashire,Preston,PR2 9PS,NULL,NULL,NULL,NULL,1,213,4,11,10428434,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,02/02/2026,,Met,Expected standard,Needs attention,Needs attention,Expected standard,Expected standard,Needs attention,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/101340,101340,3023512,Rosh Pinah Primary School,Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Jewish,Does not apply,Jewish,London,London,Barnet,Chipping Barnet,HA8 8TE,NULL,NULL,NULL,NULL,2,393,3,11,10428081,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,22/01/2026,,Met,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Strong standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/141927,141927,3163506,St Joachim's Catholic Primary School,Primary,Academy Converter,01/04/2015,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,London,London,Newham,West Ham and Beckton,E16 3DT,5621,Our Lady Of Grace Catholic Academy Trust,NULL,NULL,4,359,2,11,10428714,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,21/01/2026,,Met,Expected standard,Expected standard,Expected standard,Strong standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/141789,141789,3363302,Holy Rosary Catholic Primary Academy,Primary,Academy Converter,01/03/2015,Non-selective,Does not have a sixth form,Roman Catholic,Does not apply,Christian,West Midlands,West Midlands,Wolverhampton,Wolverhampton South East,WV1 2BS,4127,ST GABRIEL THE ARCHANGEL CATHOLIC MULTI-ACADEMY TRUST,15916,St Gabriel the Archangel Catholic Multi-Academy Trust,5,210,5,11,10428711,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,29/01/2026,,Met,Strong standard,Strong standard,Strong standard,Expected standard,Strong standard,Expected standard,Not applicable,Strong standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/149330,149330,9192113,Martins Wood Primary School,Primary,Academy Sponsor Led,01/12/2022,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,East of England,East of England,Hertfordshire,Stevenage,SG1 5RT,16797,Ivy Learning Trust,17082,Ivy Learning Trust,3,587,2,11,10428962,Academy First Section 5,Academy First Section 5,Schools - S5,02/12/2025,26/01/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/103503,103503,3304201,Hodge Hill College,Secondary,Community School,NULL,Non-selective,Does not have a sixth form,Does not apply,Does not apply,Non-faith,West Midlands,West Midlands,Birmingham,Birmingham Hodge Hill and Solihull North,B36 8HB,NULL,NULL,NULL,NULL,5,1205,11,16,10428116,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,25/01/2026,,Met,Needs attention,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/135661,135661,3556906,Oasis Academy MediaCityUK,Secondary,Academy Sponsor Led,01/09/2008,Non-selective,Does not have a sixth form,Does not apply,None,Non-faith,North West,North West,Salford,Salford,M50 3UQ,4076,OASIS COMMUNITY LEARNING,4075,Oasis Community Learning,5,1013,11,16,10428487,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,02/02/2026,,Met,Expected standard,Needs attention,Needs attention,Expected standard,Expected standard,Not applicable,Not applicable,Needs attention
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/149260,149260,8112734,Howden Junior School,Primary,Academy Converter,01/10/2022,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,East Riding of Yorkshire,Goole and Pocklington,DN14 7SL,3511,The Education Alliance,4576,The Education Alliance,2,224,7,11,10428947,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,25/01/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/104807,104807,3423420,"St Teresa's Catholic Primary School, Devon Street",Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,North West,North West,St Helens,St Helens South and Whiston,WA10 4HX,NULL,NULL,NULL,NULL,4,165,4,11,10428149,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,27/01/2026,,Met,Needs attention,Needs attention,Needs attention,Expected standard,Expected standard,Expected standard,Not applicable,Needs attention
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/100033,100033,2023361,"Holy Trinity and Saint Silas CofE Primary School, NW1",Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,London,London,Camden,Holborn and St Pancras,NW1 8DE,NULL,NULL,NULL,NULL,5,204,4,11,10428057,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,25/01/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/144447,144447,3942097,South Hylton Primary Academy,Primary,Academy Converter,01/07/2017,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",North East,Sunderland,Houghton and Sunderland South,SR4 0LS,3677,THE LAIDLAW SCHOOLS TRUST,3676,The Laidlaw Schools Trust,5,266,3,11,10428817,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,25/01/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/109443,109443,8222036,Eileen Wade Primary School,Primary,Foundation School,NULL,Not applicable,Does not have a sixth form,None,Does not apply,Non-faith,East of England,East of England,Bedford,North Bedfordshire,PE28 0ND,NULL,NULL,NULL,NULL,2,70,4,11,10428202,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,22/01/2026,,Met,Expected standard,Expected standard,Expected standard,Strong standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/137942,137942,3904027,Lord Lawson of Beamish Academy,Secondary,Academy Converter,01/03/2012,Non-selective,Has a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",North East,Gateshead,Washington and Gateshead South,DH3 2LP,NULL,NULL,NULL,NULL,4,1293,11,18,10428560,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,17/02/2026,,Met,Expected standard,Expected standard,Expected standard,Strong standard,Expected standard,Not applicable,Expected standard,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/141908,141908,8162180,Huntington Primary Academy,Primary,Academy Converter,01/04/2015,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,York,York Outer,YO32 9QT,16162,PATHFINDER MULTI ACADEMY TRUST,16174,Pathfinder Multi Academy Trust,1,362,5,11,10426067,Requires Improvement S5 Reinspection Visit 1,Requires Improvement S5 Reinspection Visit 1,Schools - S5,02/12/2025,27/01/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Needs attention,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/116624,116624,8527039,The Polygon School,Special,Foundation Special School,NULL,Not applicable,Not applicable,Does not apply,Does not apply,Non-faith,South East,South East,Southampton,Southampton Itchen,SO15 2FH,NULL,NULL,NULL,NULL,5,76,11,16,10426681,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,12/02/2026,,Met,Strong standard,Expected standard,Expected standard,Strong standard,Strong standard,Not applicable,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/106105,106105,3563005,St John's Church of England Primary School,Primary,Voluntary Controlled School,NULL,Not applicable,Does not have a sixth form,Church of England,Does not apply,Christian,North West,North West,Stockport,Stockport,SK4 3DG,NULL,NULL,NULL,NULL,1,200,5,11,10428171,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,29/01/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Strong standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/144214,144214,9354096,Claydon High School,Secondary,Academy Converter,01/06/2017,Non-selective,Does not have a sixth form,None,Does not apply,Non-faith,East of England,East of England,Suffolk,Central Suffolk and North Ipswich,IP6 0EG,16707,PENROSE LEARNING TRUST,NULL,NULL,2,771,11,16,10428778,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,25/01/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Strong standard,Not applicable,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/123204,123204,9313820,"Sacred Heart Catholic Primary School, Henley-on-Thames",Primary,Voluntary Aided School,NULL,Not applicable,Does not have a sixth form,Roman Catholic,Does not apply,Christian,South East,South East,Oxfordshire,Henley and Thame,RG9 1SL,NULL,NULL,NULL,NULL,1,118,4,11,10428397,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,27/01/2026,,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/149209,149209,8912045,Brierley Forest Primary and Nursery School,Primary,Academy Sponsor Led,01/10/2022,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,East Midlands,East Midlands,Nottinghamshire,Ashfield,NG17 2HT,5456,Transform Trust,5097,Transform Trust,5,279,3,11,10428939,Academy First Section 5,Academy First Section 5,Schools - S5,02/12/2025,09/02/2026,RSI,Met,Needs attention,Needs attention,Urgent improvement,Expected standard,Expected standard,Expected standard,Not applicable,Needs attention
http://www.ofsted.gov.uk/inspection-reports/find-inspection-report/provider/149233,149233,3802185,Miriam Lord Primary School,Primary,Academy Converter,01/10/2022,Not applicable,Does not have a sixth form,Does not apply,Does not apply,Non-faith,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Bradford,Bradford West,BD8 8RG,16494,The Priestley Academy Trust,17578,The Priestley Academy Trust,5,386,3,11,10428940,S5 Inspection,S5 Inspection,Schools - S5,02/12/2025,26/01/2026,,Met,Strong standard,Expected standard,Expected standard,Strong standard,Strong standard,Expected standard,Not applicable,Expected standard
