URN,LAESTAB,School name,Type of education,School type,School open date,Sixth Form,Religious character,Religious ethos,Faith grouping,Inspectorate,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,Total number of pupils,Inspection number of latest REIF standard inspection,Inspection type,Inspection type grouping,Inspection start date,Publication date,Safeguarding standards,Inclusion,Curriculum and teaching,Achievement,Attendance and behaviour,Personal development and wellbeing,Early years (where applicable),Post-16 provision (where applicable),Leadership and governance,Inspection number of latest OEIF standard inspection,Inspection type of latest OEIF standard inspection,Inspection type grouping of latest OEIF standard inspection,Inspection start date of latest OEIF standard inspection,Publication date of latest OEIF standard inspection,Latest OEIF overall effectiveness,Latest OEIF quality of education,Latest OEIF behaviour and attitudes,Latest OEIF personal development,Latest OEIF effectiveness of leadership and management,Latest OEIF safeguarding is effective?,Latest OEIF early years provision (where applicable),Latest OEIF sixth form provision (where applicable),Most recent standard inspection: School complies with registration agreement (GIAS)?,Most recent standard inspection: Overall compliance with ISS,Most recent standard inspection: Part 1 overall,Most recent standard inspection: Part 2 overall,Most recent standard inspection: Part 3 overall,Most recent standard inspection: Part 4 overall,Most recent standard inspection: Part 5 overall,Most recent standard inspection: Part 6 overall,Most recent standard inspection: Part 7 overall,Most recent standard inspection: Part 8 overall,Most recent progress monitoring: inspection number,Most recent progress monitoring: inspection type,Most recent progress monitoring: start date,Most recent progress monitoring: academic year,Most recent progress monitoring: publication date,Most recent progress monitoring: overall outcome,
105596,3556045,King of Kings,Other Independent School,Independent faith school,01/10/1986,Has a sixth form,Christian,Christian,Christian,Ofsted,North West,North West,Salford,Salford,M6 5YD,27,10391703,Independent School standard inspection,Independent standard inspection,10/02/2026,20/04/2026,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,10267593,Independent School standard inspection,Independent Standard Inspection,07/11/2023,11/10/2024,3,3,2,3,3,Yes,3,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
105748,3536015,Bright Futures School,Other Independent Special School,Independent special school,01/03/2011,Not applicable,None,None,Non-faith,Ofsted,North West,North West,Oldham,Oldham East and Saddleworth,OL3 7EU,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267594,Independent School standard inspection,Independent Standard Inspection,16/05/2023,29/06/2023,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
105993,3556007,Talmud Torah Chinuch Norim School,Other Independent School,Independent faith school,28/10/1957,Does not have a sixth form,None,Jewish,Jewish,Ofsted,North West,North West,Salford,Bury South,M7 2AU,352,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10341991,Independent School standard inspection,Independent Standard Inspection,19/11/2024,12/02/2025,3,3,2,3,3,Yes,3,NULL,Y,Did not meet all standards,Not met,Not met,Met,Met,Met,Met,Met,Not met,10429748,Independent school Progress Monitoring inspection,13/01/2026,2025/26,11/03/2026,Did not meet all standards that were checked,
105996,3556011,Bnos Yisroel School Manchester,Other Independent School,Independent faith school,15/02/1968,Does not have a sixth form,None,Jewish,Jewish,Ofsted,North West,North West,Salford,Bury South,M7 4DA,649,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10322489,Independent School standard inspection,Independent Standard Inspection,02/07/2024,26/09/2024,3,2,1,2,3,Yes,2,NULL,Y,Did not meet all standards,Not met,Not met,Met,Met,Met,Met,Met,Not met,NULL,NULL,NULL,NULL,NULL,NULL,
105999,3556020,Mechinoh School,Other Independent School,Independent faith school,11/01/1985,Does not have a sixth form,None,Jewish,Jewish,Ofsted,North West,North West,Salford,Bury South,M7 4HY,76,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299152,Independent School standard inspection,Independent Standard Inspection,25/06/2024,11/10/2024,4,4,4,4,4,No,NULL,NULL,N,Did not meet all standards,Not met,Not met,Not met,Not met,Not met,Not met,Met,Not met,NULL,NULL,NULL,NULL,NULL,NULL,
106002,3556024,Tashbar of Manchester,Other Independent School,Independent faith school,19/07/1993,Does not have a sixth form,Orthodox Jewish,Orthodox Jewish,Jewish,Ofsted,North West,North West,Salford,Bury South,M7 4HL,479,10427334,Independent School standard inspection,Independent standard inspection,24/02/2026,27/04/2026,Met,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Expected standard,Not applicable,Expected standard,10299153,Independent School standard inspection,Independent Standard Inspection,12/03/2024,04/06/2024,3,3,3,3,3,Yes,2,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
106003,3556027,Manchester Junior Girls' School,Other Independent School,Independent faith school,18/11/1994,Does not have a sixth form,Orthodox Jewish,Jewish,Jewish,Ofsted,North West,North West,Salford,Bury South,M7 4JA,236,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286377,Independent School standard inspection,Independent Standard Inspection,24/10/2023,06/12/2023,2,2,2,2,2,Yes,2,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
106154,3566016,Stella Maris School,Other Independent School,Independent faith school,12/10/1976,Does not have a sixth form,None,Roman Catholic,Christian,Ofsted,North West,North West,Stockport,Stockport,SK4 3BR,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10341993,Independent School standard inspection,Independent Standard Inspection,01/10/2024,10/11/2024,2,2,2,2,2,Yes,2,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
106158,3566021,Covenant Christian School,Other Independent School,Independent faith school,29/09/1982,Does not have a sixth form,Christian/Evangelical,Christian,Christian,Ofsted,North West,North West,Stockport,Stockport,SK4 4NX,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10298730,Independent School standard inspection,Independent Standard Inspection,23/01/2024,12/03/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
106816,3716010,Sycamore Hall Preparatory School,Other Independent School,Other independent school,17/07/1980,Does not have a sixth form,None,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Doncaster,Doncaster Central,DN4 8PT,17,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10321493,Independent School standard inspection,Independent Standard Inspection,12/11/2024,12/01/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
106965,3706004,The Robert Ogden School,Other Independent Special School,Independent special school,08/06/1978,Has a sixth form,None,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Barnsley,Barnsley South,S63 0BG,141,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391704,Independent School standard inspection,Independent Standard Inspection,23/09/2025,09/11/2025,2,2,2,2,2,Yes,NULL,2,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
107168,3736027,Bethany School,Other Independent School,Independent faith school,01/05/1988,Does not have a sixth form,Christian,Christian,Christian,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Sheffield,Sheffield Central,S3 7PS,86,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10254637,Independent School standard inspection,Independent Standard Inspection,07/03/2023,04/05/2023,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
107794,3826017,Madni Academy,Other Independent School,Independent faith school,01/06/1987,Does not have a sixth form,None,Muslim,Muslim,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Kirklees,Dewsbury and Batley,WF12 9AY,225,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286378,Independent School standard inspection,Independent Standard Inspection,14/11/2023,21/01/2024,2,2,1,1,1,Yes,1,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
107795,3826018,The Branch Christian School,Other Independent School,Independent faith school,06/12/1994,Has a sixth form,Christian,Christian,Christian,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Kirklees,Dewsbury and Batley,WF13 4LA,19,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267596,Independent School standard inspection,Independent Standard Inspection,11/07/2023,25/09/2023,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
108109,3836098,Queenswood School,Other Independent School,Independent faith school,14/01/1958,Does not have a sixth form,None,Christian,Christian,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds South West and Morley,LS27 9EB,23,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286379,Independent School standard inspection,Independent Standard Inspection,10/10/2023,08/11/2023,2,2,1,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
108110,3836099,Leeds Menorah School,Other Independent School,Independent faith school,22/08/1978,Does not have a sixth form,None,Jewish,Jewish,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Leeds,Leeds North East,LS17 6HQ,15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10321494,Independent School standard inspection,Independent Standard Inspection,09/07/2024,18/09/2024,2,2,2,2,2,Yes,2,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
108414,3906002,Gateshead Jewish Boarding School,Other Independent School,Independent faith school,31/12/1957,Does not have a sixth form,None,Jewish,Jewish,Ofsted,"North East, Yorkshire and the Humber",North East,Gateshead,Gateshead Central and Whickham,NE8 1HG,141,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391705,Independent School standard inspection,Independent Standard Inspection,16/09/2025,10/11/2025,3,2,2,3,3,Yes,NULL,NULL,Y,Did not meet all standards,Not met,Not met,Met,Met,Met,Met,Met,Not met,NULL,NULL,NULL,NULL,NULL,NULL,
108416,3906004,Keser Torah Boys' School,Other Independent School,Other independent school,12/03/1958,Does not have a sixth form,None,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",North East,Gateshead,Gateshead Central and Whickham,NE8 4EA,147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286382,Independent School standard inspection,Independent Standard Inspection,18/03/2025,24/09/2025,3,2,2,3,3,Yes,NULL,NULL,N,Did not meet all standards,Not met,Not met,Met,Met,Met,Met,Met,Not met,NULL,NULL,NULL,NULL,NULL,NULL,
108419,3906007,Gateshead Jewish Nursery School,Other Independent School,Independent faith school,17/04/1990,Does not have a sixth form,None,Jewish,Jewish,Ofsted,"North East, Yorkshire and the Humber",North East,Gateshead,Gateshead Central and Whickham,NE8 1RB,156,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10374851,Independent School standard inspection,Independent Standard Inspection,16/09/2025,12/11/2025,3,3,2,2,3,Yes,NULL,NULL,N,Did not meet all standards,Not met,Met,Not met,Met,Met,Met,Met,Not met,10438685,Independent school Progress Monitoring inspection,05/02/2026,2025/26,20/04/2026,Met all standards that were checked,
108877,3946015,Thornhill Park School,Other Independent Special School,Independent special school,12/02/1981,Not applicable,None,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",North East,Sunderland,Sunderland Central,SR3 1SS,73,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267597,Independent School standard inspection,Independent Standard Inspection,20/06/2023,30/07/2023,2,2,1,2,2,Yes,NULL,2,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
108886,8736051,Holme Court School,Other Independent Special School,Independent special school,01/01/2005,Not applicable,None,None,Non-faith,Ofsted,East of England,East of England,Cambridgeshire,South Cambridgeshire,CB1 8DW,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391706,Independent School standard inspection,Independent Standard Inspection,01/07/2025,18/09/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
109726,8216000,King's House Moorlands,Other Independent School,Other independent school,01/01/1900,Does not have a sixth form,None,None,Non-faith,Ofsted,East of England,East of England,Luton,Luton North,LU4 9JY,178,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10341994,Independent School standard inspection,Independent Standard Inspection,01/10/2024,20/11/2024,2,2,1,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
110141,8676004,Newbold School,Other Independent School,Independent faith school,03/12/1957,Does not have a sixth form,None,Seventh Day Adventist,Christian,Ofsted,South East,South East,Bracknell Forest,Maidenhead,RG42 4AH,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267600,Independent School standard inspection,Independent Standard Inspection,14/11/2023,15/01/2024,1,1,1,1,1,Yes,1,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
110178,8676580,Cressex Lodge School,Other Independent Special School,Independent special school,09/05/1994,Not applicable,None,None,Non-faith,Ofsted,South East,South East,Bracknell Forest,Maidenhead,RG42 4DE,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10341995,Independent School standard inspection,Independent Standard Inspection,03/12/2024,16/01/2025,1,1,1,1,1,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
110564,8256011,Macintyre School,Other Independent Special School,Independent special school,13/12/1972,Has a sixth form,None,None,Non-faith,Ofsted,South East,South East,Buckinghamshire,Aylesbury,HP22 4PA,26,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299154,Independent School standard inspection,Independent Standard Inspection,06/02/2024,07/03/2024,2,2,2,1,2,Yes,NULL,2,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
110920,8736008,Aurora Meldreth Manor School,Other Independent Special School,Independent special school,15/06/1971,Not applicable,None,None,Non-faith,Ofsted,East of England,East of England,Cambridgeshire,South Cambridgeshire,SG8 6LG,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10341996,Independent School standard inspection,Independent Standard Inspection,08/10/2024,20/11/2024,3,3,2,2,2,Yes,NULL,3,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
112452,9436027,Oversands School,Other Independent Special School,Independent special school,31/01/1973,Has a sixth form,None,None,Non-faith,Ofsted,North West,North West,Westmorland and Furness,Westmorland and Lonsdale,LA11 6SD,77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391707,Independent School standard inspection,Independent Standard Inspection,22/07/2025,28/09/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
112456,8156041,Cedar House School,Other Independent Special School,Independent special school,01/10/1976,Not applicable,None,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,North Yorkshire,Skipton and Ripon,LA2 7DD,92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10382585,Independent School standard inspection,Independent Standard Inspection,11/02/2025,23/03/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
113019,8306009,Bladon House School,Other Independent Special School,Independent special school,01/05/1971,Has a sixth form,None,None,Non-faith,Ofsted,East Midlands,East Midlands,Derbyshire,South Derbyshire,DE15 0TA,58,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286128,Independent School standard inspection,Independent Standard Inspection,11/07/2023,18/09/2023,2,2,1,1,2,Yes,NULL,2,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
113021,8306016,Alderwasley Hall School,Other Independent Special School,Independent special school,31/01/1976,Not applicable,None,None,Non-faith,Ofsted,East Midlands,East Midlands,Derbyshire,Derbyshire Dales,DE56 2SR,118,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10374813,Independent School standard inspection,Independent Standard Inspection,08/07/2025,10/09/2025,1,1,1,1,1,Yes,NULL,1,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
113026,8306013,Eastwood Grange School,Other Independent Special School,Independent special school,10/12/1990,Not applicable,None,None,Non-faith,Ofsted,East Midlands,East Midlands,Derbyshire,North East Derbyshire,S45 0BA,51,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299156,Independent School standard inspection,Independent Standard Inspection,02/07/2024,10/09/2024,2,2,1,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
113567,8786004,St Wilfrid's School,Other Independent School,Independent faith school,01/01/1960,Does not have a sixth form,None,Church of England,Christian,Ofsted,South West,South West,Devon,Exeter,EX4 4DA,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10341997,Independent School standard inspection,Independent Standard Inspection,01/10/2024,10/11/2024,2,2,1,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
113571,8786007,Vranch House School,Other Independent Special School,Independent special school,01/08/1969,Not applicable,None,Christian,Christian,Ofsted,South West,South West,Devon,Exeter,EX4 8AD,59,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391708,Independent School standard inspection,Independent Standard Inspection,01/07/2025,08/09/2025,1,1,1,1,1,Yes,1,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
113594,8796001,Fletewood School at Derry Villas,Other Independent School,Independent faith school,03/12/1957,Does not have a sixth form,Seventh Day Adventist,Seventh Day Adventist,Christian,Ofsted,South West,South West,Plymouth,Plymouth Sutton and Devonport,PL4 6AN,53,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299157,Independent School standard inspection,Independent Standard Inspection,12/03/2024,28/04/2024,2,2,2,1,2,Yes,2,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
113616,8786039,Quay View School,Other Independent Special School,Independent special school,24/02/1986,Not applicable,None,None,Non-faith,Ofsted,South West,South West,Devon,Torridge and Tavistock,PL20 7EX,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10302357,Independent School standard inspection,Independent Standard Inspection,19/03/2024,06/05/2024,2,2,2,1,2,Yes,NULL,2,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
113623,8786045,Magdalen Court School,Other Independent Special School,Independent special school,11/10/1991,Has a sixth form,None,None,Non-faith,Ofsted,South West,South West,Devon,Exeter,EX2 4NU,120,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10341998,Independent School standard inspection,Independent Standard Inspection,08/10/2024,18/11/2024,3,3,3,2,3,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
