URN,LAESTAB,School name,Type of education,School type,School open date,Sixth Form,Religious character,Religious ethos,Faith grouping,Inspectorate,Ofsted region,Region,Local authority,Parliamentary constituency,Postcode,Total number of pupils,Inspection number of latest REIF standard inspection,Inspection type,Inspection type grouping,Inspection start date,Publication date,Safeguarding standards,Inclusion,Curriculum and teaching,Achievement,Attendance and behaviour,Personal development and wellbeing,Early years (where applicable),Post-16 provision (where applicable),Leadership and governance,Inspection number of latest OEIF standard inspection,Inspection type of latest OEIF standard inspection,Inspection type grouping of latest OEIF standard inspection,Inspection start date of latest OEIF standard inspection,Publication date of latest OEIF standard inspection,Latest OEIF overall effectiveness,Latest OEIF quality of education,Latest OEIF behaviour and attitudes,Latest OEIF personal development,Latest OEIF effectiveness of leadership and management,Latest OEIF safeguarding is effective?,Latest OEIF early years provision (where applicable),Latest OEIF sixth form provision (where applicable),Most recent standard inspection: School complies with registration agreement (GIAS)?,Most recent standard inspection: Overall compliance with ISS,Most recent standard inspection: Part 1 overall,Most recent standard inspection: Part 2 overall,Most recent standard inspection: Part 3 overall,Most recent standard inspection: Part 4 overall,Most recent standard inspection: Part 5 overall,Most recent standard inspection: Part 6 overall,Most recent standard inspection: Part 7 overall,Most recent standard inspection: Part 8 overall,Most recent progress monitoring: inspection number,Most recent progress monitoring: inspection type,Most recent progress monitoring: start date,Most recent progress monitoring: academic year,Most recent progress monitoring: publication date,Most recent progress monitoring: overall outcome,
133646,2116392,Al-Mizan School,Other Independent School,Independent faith school,02/04/2002,Does not have a sixth form,None,Muslim,Muslim,Ofsted,London,London,Tower Hamlets,Bethnal Green and Stepney,E1 1JX,111,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10303416,Independent School standard inspection,Independent Standard Inspection,14/05/2024,03/07/2024,2,2,1,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
133651,8736032,The Old School House,Other Independent Special School,Independent special school,03/04/2002,Not applicable,None,None,Non-faith,Ofsted,East of England,East of England,Cambridgeshire,North East Cambridgeshire,PE14 0HA,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342040,Independent School standard inspection,Independent Standard Inspection,03/06/2025,02/07/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
133964,8506079,Grantham Farm Montessori School,Other Independent School,Independent faith school,30/09/2002,Does not have a sixth form,None,Christian,Christian,Ofsted,South East,South East,Hampshire,North West Hampshire,RG26 5JS,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391732,Independent School standard inspection,Independent Standard Inspection,16/09/2025,18/11/2025,1,1,1,1,1,Yes,1,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
133989,8606026,Draycott Moor College,Other Independent Special School,Independent special school,25/10/2002,Not applicable,None,None,Non-faith,Ofsted,West Midlands,West Midlands,Staffordshire,Stoke-on-Trent South,ST11 9AH,41,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342041,Independent School standard inspection,Independent Standard Inspection,13/05/2025,11/06/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134034,3306104,Al-Burhan Grammar School,Other Independent School,Independent faith school,11/12/2002,Does not have a sixth form,None,Islam,Muslim,Ofsted,West Midlands,West Midlands,Birmingham,Birmingham Yardley,B11 3DW,132,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10374902,Independent School standard inspection,Independent Standard Inspection,20/05/2025,12/06/2025,1,1,1,1,1,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134087,9196243,St Albans Independent College,Other Independent School,Other independent school,20/01/2003,Has a sixth form,None,None,Non-faith,Ofsted,East of England,East of England,Hertfordshire,St Albans,AL1 1LN,75,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286406,Independent School standard inspection,Independent Standard Inspection,05/03/2024,30/04/2024,2,2,2,2,2,Yes,NULL,2,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134137,9416008,On Track Education Silverstone,Other Independent Special School,Independent special school,12/02/2003,Not applicable,None,None,Non-faith,Ofsted,East Midlands,East Midlands,West Northamptonshire,South Northamptonshire,NN12 8UB,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299193,Independent School standard inspection,Independent Standard Inspection,04/06/2024,30/06/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134145,2126405,Park House School,Other Independent Special School,Independent special school,03/03/2003,Not applicable,None,None,Non-faith,Ofsted,London,London,Wandsworth,Battersea,SW18 2SL,56,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267630,Independent School standard inspection,Independent Standard Inspection,16/05/2023,10/07/2023,1,1,1,1,1,Yes,NULL,NULL,N,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134148,8456051,Headstart,Other Independent Special School,Independent special school,03/03/2003,Not applicable,None,None,Non-faith,Ofsted,South East,South East,East Sussex,Bexhill and Battle,TN33 9EG,47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10290439,Independent School standard inspection,Independent Standard Inspection,21/11/2023,15/01/2024,2,2,1,1,2,Yes,NULL,2,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134179,8736033,Cambian Wisbech School,Other Independent Special School,Independent special school,09/04/2003,Has a sixth form,None,None,Non-faith,Ofsted,East of England,East of England,Cambridgeshire,North East Cambridgeshire,PE13 1JF,40,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267631,Independent School standard inspection,Independent Standard Inspection,05/03/2024,07/05/2024,2,2,2,2,2,Yes,NULL,0,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134186,8776001,Willow Tree Park,Other Independent Special School,Independent special school,16/04/2003,Not applicable,None,None,Non-faith,Ofsted,North West,North West,Warrington,Tatton,WA13 0GH,72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342042,Independent School standard inspection,Independent Standard Inspection,14/01/2025,13/02/2025,2,2,1,1,2,Yes,NULL,1,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134243,3136072,Suffah Primary School,Other Independent School,Independent faith school,30/06/2003,Does not have a sixth form,None,Muslim,Muslim,Ofsted,London,London,Hounslow,Brentford and Isleworth,TW4 5HU,132,10391733,Independent School standard inspection,Independent standard inspection,27/01/2026,24/03/2026,Not met,Needs attention,Urgent improvement,Urgent improvement,Needs attention,Needs attention,Urgent improvement,Not applicable,Urgent improvement,10007697,Independent School standard inspection,Independent Standard Inspection,09/01/2018,27/02/2018,3,NULL,NULL,NULL,3,Yes,3,NULL,Y,Did not meet all standards,Not met,Met,Not met,Met,Not met,Met,Met,Not met,NULL,NULL,NULL,NULL,NULL,NULL,
134289,8216010,Mehria Primary School,Other Independent School,Independent faith school,18/06/2006,Does not have a sixth form,None,Muslim,Muslim,Ofsted,East of England,East of England,Luton,Luton South and South Bedfordshire,LU4 8JD,109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391734,Independent School standard inspection,Independent Standard Inspection,03/06/2025,10/07/2025,2,2,1,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134294,8316006,Normanton House School,Other Independent School,Independent faith school,05/08/2003,Does not have a sixth form,Islam,Muslim,Muslim,Ofsted,East Midlands,East Midlands,Derby,Derby South,DE23 8DF,145,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286407,Independent School standard inspection,Independent Standard Inspection,06/02/2024,17/03/2024,2,2,1,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134388,3016002,Hopewell School,Other Independent Special School,Independent special school,08/09/2006,Not applicable,None,None,Non-faith,Ofsted,London,London,Barking and Dagenham,Barking,RM9 6XN,49,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10375105,Independent School standard inspection,Independent Standard Inspection,03/06/2025,10/07/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134395,8306027,New Direction,Other Independent Special School,Independent special school,29/08/2003,Not applicable,None,None,Non-faith,Ofsted,East Midlands,East Midlands,Derbyshire,Bolsover,S43 4BX,30,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267634,Independent School standard inspection,Independent Standard Inspection,10/10/2023,23/11/2023,2,2,2,2,2,Yes,NULL,NULL,N,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134398,8816048,The Yellow House School,Other Independent Special School,Independent special school,20/08/2003,Has a sixth form,None,None,Non-faith,Ofsted,East of England,East of England,Essex,Braintree,CO9 3HX,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267635,Independent School standard inspection,Independent Standard Inspection,04/07/2023,20/09/2023,2,2,2,2,2,Yes,NULL,0,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134417,3166064,Azhar Academy Girls School,Other Independent School,Independent faith school,27/08/2003,Does not have a sixth form,None,Islam,Muslim,Ofsted,London,London,Newham,West Ham and Beckton,E15 4DR,618,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10319225,Independent School standard inspection,Independent Standard Inspection,19/03/2024,15/05/2024,1,1,1,1,1,Yes,1,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134424,8726013,The Vine Christian School,Other Independent School,Independent faith school,29/08/2003,Has a sixth form,Christian,Christian,Christian,Ofsted,South East,South East,Wokingham,Earley and Woodley,RG7 1HF,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342044,Independent School standard inspection,Independent Standard Inspection,26/11/2024,18/12/2024,2,2,1,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134440,9266150,Include School Norfolk,Other Independent School,Other independent school,29/08/2003,Does not have a sixth form,None,None,Non-faith,Ofsted,East of England,East of England,Norfolk,Norwich North,NR6 6HE,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286133,Independent School standard inspection,Independent Standard Inspection,16/05/2023,06/07/2023,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134469,3586018,Afifah School,Other Independent School,Independent faith school,28/08/2003,Does not have a sixth form,Muslim,Muslim,Muslim,Ofsted,North West,North West,Trafford,Stretford and Urmston,M16 9GN,284,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299195,Independent School standard inspection,Independent Standard Inspection,05/03/2024,25/04/2024,2,2,2,2,2,Yes,2,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134571,3306106,Jamia Islamia Birmingham,Other Independent School,Independent faith school,29/08/2003,Has a sixth form,None,Islam,Muslim,Ofsted,West Midlands,West Midlands,Birmingham,Birmingham Hall Green and Moseley,B11 1PL,133,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342045,Independent School standard inspection,Independent Standard Inspection,02/07/2024,08/09/2024,3,3,2,2,3,Yes,NULL,2,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134575,3546006,Rochdale Islamic Academy,Other Independent School,Independent faith school,29/08/2003,Does not have a sixth form,None,Muslim,Muslim,Ofsted,North West,North West,Rochdale,Rochdale,OL12 0HX,85,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342046,Independent School standard inspection,Independent Standard Inspection,18/03/2025,05/05/2025,2,2,1,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134577,3166063,Zakariya Primary School,Other Independent School,Independent faith school,19/08/2003,Does not have a sixth form,Muslim,Muslim,Muslim,Ofsted,London,London,Newham,Stratford and Bow,E7 8AB,101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342047,Independent School standard inspection,Independent Standard Inspection,11/02/2025,08/04/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134579,3206064,Walthamstow Montessori School,Other Independent School,Other independent school,26/08/2003,Does not have a sixth form,None,None,Non-faith,Ofsted,London,London,Waltham Forest,Walthamstow,E17 5DA,109,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10122978,Independent School standard inspection,Independent Standard Inspection,04/02/2020,05/07/2020,4,4,3,3,4,Yes,2,NULL,Y,Did not meet all standards,Not met,Met,Met,Met,Met,Met,Met,Not met,10213908,Independent school Progress Monitoring inspection,27/01/2022,2021/22,21/03/2022,Did not meet all standards that were checked,
134585,3066096,Al-Khair School,Other Independent School,Independent faith school,18/08/2003,Does not have a sixth form,None,Muslim,Muslim,Ofsted,London,London,Croydon,Croydon East,CR0 6BE,96,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299196,Independent School standard inspection,Independent Standard Inspection,26/11/2024,14/01/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134587,3806116,The Fountain School,Other Independent School,Independent faith school,29/08/2003,Does not have a sixth form,None,Muslim,Muslim,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,Bradford,Bradford East,BD5 8BP,35,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299197,Independent School standard inspection,Independent Standard Inspection,12/03/2024,12/05/2024,3,3,2,2,3,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134591,3166065,Madaniyah Foundation,Other Independent School,Independent faith school,29/08/2003,Does not have a sixth form,None,Muslim,Muslim,Ofsted,London,London,Newham,East Ham,E7 8NN,33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267636,Independent School standard inspection,Independent Standard Inspection,24/05/2023,16/07/2023,2,2,2,2,2,Yes,2,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134594,3156081,Lavender Lodge School,Other Independent Special School,Independent special school,17/12/2003,Not applicable,None,None,Non-faith,Ofsted,London,London,Merton,Mitcham and Morden,CR4 3HD,65,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10299198,Independent School standard inspection,Independent Standard Inspection,05/12/2023,24/01/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134605,8866108,The Quest School,Other Independent Special School,Independent special school,19/01/2004,Has a sixth form,None,None,Non-faith,Ofsted,South East,South East,Kent,Tonbridge,TN12 6PY,27,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391736,Independent School standard inspection,Independent Standard Inspection,23/09/2025,02/11/2025,1,1,1,1,1,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134627,3166066,Quwwat Ul Islam Girls' School,Other Independent School,Independent faith school,30/08/2003,Does not have a sixth form,None,Muslim,Muslim,Ofsted,London,London,Newham,Stratford and Bow,E7 9NB,204,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10322581,Independent School standard inspection,Independent Standard Inspection,11/06/2024,11/07/2024,2,2,1,2,2,Yes,2,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134634,8456054,Step by Step School Limited,Other Independent Special School,Independent special school,12/02/2004,Not applicable,None,None,Non-faith,Ofsted,South East,South East,East Sussex,East Grinstead and Uckfield,RH19 4HP,36,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10374998,Independent School standard inspection,Independent Standard Inspection,16/09/2025,19/10/2025,1,1,1,1,1,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134660,8156036,Cambian Scarborough School,Other Independent Special School,Independent special school,09/03/2004,Has a sixth form,None,None,Non-faith,Ofsted,"North East, Yorkshire and the Humber",Yorkshire and the Humber,North Yorkshire,Scarborough and Whitby,YO11 3BQ,18,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391737,Independent School standard inspection,Independent Standard Inspection,01/07/2025,09/09/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134781,9436054,Cambian Whinfell School,Other Independent Special School,Independent special school,09/08/2004,Has a sixth form,None,None,Non-faith,Ofsted,North West,North West,Westmorland and Furness,Westmorland and Lonsdale,LA9 5EZ,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342048,Independent School standard inspection,Independent Standard Inspection,25/03/2025,13/05/2025,1,1,1,1,1,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134805,8216006,Jamiatul Uloom Al - Islamia,Other Independent School,Independent faith school,23/08/2004,Does not have a sixth form,None,Muslim,Muslim,Ofsted,East of England,East of England,Luton,Luton North,LU3 1RF,106,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10374843,Independent School standard inspection,Independent Standard Inspection,01/07/2025,08/09/2025,2,2,1,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134809,8566017,Al-Aqsa Schools Trust,Other Independent School,Independent faith school,23/09/1998,Does not have a sixth form,Islam,Islam,Muslim,Ofsted,East Midlands,East Midlands,Leicester,Leicester East,LE5 4PP,313,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342049,Independent School standard inspection,Independent Standard Inspection,28/01/2025,06/03/2025,2,2,2,2,2,Yes,2,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134810,2116394,London East Academy,Other Independent School,Independent faith school,25/08/2004,Does not have a sixth form,None,Muslim,Muslim,Ofsted,London,London,Tower Hamlets,Bethnal Green and Stepney,E1 1JX,153,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10303417,Independent School standard inspection,Independent Standard Inspection,30/04/2024,23/06/2024,2,2,1,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134833,9366584,Undershaw Education Trust,Other Independent Special School,Independent special school,09/09/2004,Not applicable,None,None,Non-faith,Ofsted,South East,South East,Surrey,Farnham and Bordon,GU26 6AQ,101,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342050,Independent School standard inspection,Independent Standard Inspection,11/02/2025,17/03/2025,1,1,1,1,1,Yes,NULL,1,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134940,8826053,Estuary High School,Other Independent Special School,Independent special school,28/01/2005,Has a sixth form,None,None,Non-faith,Ofsted,East of England,East of England,Southend on Sea,Southend West and Leigh,SS9 3NH,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10374844,Independent School standard inspection,Independent Standard Inspection,23/04/2025,10/07/2025,4,3,3,3,4,No,NULL,0,Y,Did not meet all standards,Not met,Met,Not met,Met,Not met,Not met,Met,Not met,10414400,Independent school Progress Monitoring inspection,16/09/2025,2025/26,09/11/2025,Did not meet all standards that were checked,
134978,9266419,Avocet House,Other Independent Special School,Independent special school,18/03/2005,Not applicable,None,None,Non-faith,Ofsted,East of England,East of England,Norfolk,South Norfolk,NR14 6QP,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342052,Independent School standard inspection,Independent Standard Inspection,05/11/2024,03/12/2024,2,2,1,1,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
134982,3306112,Spring Hill High School,Other Independent Special School,Independent special school,22/03/2005,Has a sixth form,None,None,Non-faith,Ofsted,West Midlands,West Midlands,Birmingham,Birmingham Erdington,B23 7PG,43,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391738,Independent School standard inspection,Independent Standard Inspection,08/07/2025,11/09/2025,2,2,2,2,2,Yes,NULL,2,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135018,8866103,Small Haven School,Other Independent Special School,Independent special school,11/04/2005,Not applicable,None,Christian,Christian,Ofsted,South East,South East,Kent,East Thanet,CT12 6PT,34,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10342053,Independent School standard inspection,Independent Standard Inspection,10/12/2024,16/01/2025,1,1,1,1,1,Yes,NULL,1,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135027,3526062,Manchester Jewish School for Special Education,Other Independent Special School,Independent special school,18/04/2005,Not applicable,None,Jewish,Jewish,Ofsted,North West,North West,Manchester,Blackley and Middleton South,M7 4QY,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10267638,Independent School standard inspection,Independent Standard Inspection,06/02/2024,19/03/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135092,8886095,Roselyn House School,Other Independent Special School,Independent special school,25/10/2006,Not applicable,None,None,Non-faith,Ofsted,North West,North West,Lancashire,Chorley,PR25 4SE,90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10286412,Independent School standard inspection,Independent Standard Inspection,14/11/2023,29/01/2024,2,2,2,1,2,Yes,NULL,2,N,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135111,9386272,My Choice School Arundel,Other Independent Special School,Independent special school,20/11/2006,Not applicable,None,None,Non-faith,Ofsted,South East,South East,West Sussex,Arundel and South Downs,BN18 9QY,25,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10322067,Independent School standard inspection,Independent Standard Inspection,09/07/2024,12/09/2024,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135155,3076338,Ayesha Siddiqa Girls School,Other Independent School,Independent faith school,25/01/2007,Has a sixth form,None,Muslim,Muslim,Ofsted,London,London,Ealing,Ealing Southall,UB1 1LS,67,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10322582,Independent School standard inspection,Independent Standard Inspection,19/11/2024,15/01/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135167,2026401,"Gloucester House, The Tavistock Children's Day Unit",Other Independent Special School,Independent special school,29/01/2007,Not applicable,None,None,Non-faith,Ofsted,London,London,Camden,Hampstead and Highgate,NW3 5BU,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391739,Independent School standard inspection,Independent Standard Inspection,01/07/2025,11/09/2025,2,2,2,2,2,Yes,NULL,NULL,Y,All standards Met,Met,Met,Met,Met,Met,Met,Met,Met,NULL,NULL,NULL,NULL,NULL,NULL,
135168,3556054,Beis Hatalmud School,Other Independent School,Independent faith school,29/01/2007,Does not have a sixth form,None,Orthodox Jewish,Jewish,Ofsted,North West,North West,Salford,Salford,M7 2FD,136,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,10391740,Independent School standard inspection,Independent Standard Inspection,08/07/2025,14/09/2025,4,3,2,3,4,Yes,NULL,NULL,Y,Did not meet all standards,Not met,Not met,Not met,Met,Met,Met,Met,Not met,NULL,NULL,NULL,NULL,NULL,NULL,
